issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,DataStructure,i18n,DevOps,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,BigData,App,GIS,corpus
268,270,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,issue added support for generic arrays as return types solves https githubcom mockito mockito issues by explicitly checking for return types that represent a generic array and by resolving for the arrays component type current coverage https codecovio github mockito mockitoref f f d e fd c f d a b d is merging into master will increase coverage by as of f f https codecovio github mockito mockito commit f f d e fd c f d a b d diff master diff files stmts branches methods hit partial missed review entire coverage diff https codecovio github mockito mockito compare fe cbcfb a a d cc bec a eab f f f d e fd c f d a b d uncovered suggestions https codecovio github mockito mockito features suggestionsref f f d e fd c f d a b d via rningscollectorjava https codecovio github mockito mockito src main java org mockito internal debugging warningscollectorjavaref f f d e fd c f d a b d via ializablemethodjava https codecovio github mockito mockito src main java org mockito internal invocation serializablemethodjavaref f f d e fd c f d a b d via ns pluginloaderjava https codecovio github mockito mockito src main java org mockito internal configuration plugins pluginloaderjavaref f f d e fd c f d a b d _ see more https codecovio github mockito mockito features suggestionsref f f d e fd c f d a b d _ powered by codecov https codecovio
243,280,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,reintroduce null check on mockutilismock will fix null check on mockutilismock was incorrectly removed after successive refactoring this pr reintroduces null check current coverage https codecovio github mockito mockitoref e ecec ed f ef c f is merging into master will not affect coverage as of e https codecovio github mockito mockito commit e ecec ed f ef c f diff master diff files stmts branches methods hit partial missed review entire coverage diff https codecovio github mockito mockito compare f f d b e ff ed d faac f ee b e ecec ed f ef c f as of e https codecovio github mockito mockito commit e ecec ed f ef c f uncovered suggestions https codecovio github mockito mockito features suggestionsref e ecec ed f ef c f via ializablemethodjava https codecovio github mockito mockito src main java org mockito internal invocation serializablemethodjavaref e ecec ed f ef c f via ns pluginloaderjava https codecovio github mockito mockito src main java org mockito internal configuration plugins pluginloaderjavaref e ecec ed f ef c f via lizationsupportjava https codecovio github mockito mockito src main java org mockito internal creation bytebuddy bytebuddycrossclassloaderserializationsupportjavaref e ecec ed f ef c f _ see more https codecovio github mockito mockito features suggestionsref e ecec ed f ef c f _ powered by codecov https codecovio updated on successful ci builds
124,287,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,implement verificationcollector which can collect multiple verifications it will report in the end the result of multiple statements fixes current coverage https codecovio github mockito mockitoref b daeea e a b c ff ab aec is merging into master will increase coverage by as of b dae https codecovio github mockito mockito commit b daeea e a b c ff ab aec diff master diff files stmts branches methods hit partial missed review entire coverage diff https codecovio github mockito mockito compare a ac fb c dae f aa b daeea e a b c ff ab aec as of b dae https codecovio github mockito mockito commit b daeea e a b c ff ab aec uncovered suggestions https codecovio github mockito mockito features suggestionsref b daeea e a b c ff ab aec via ializablemethodjava https codecovio github mockito mockito src main java org mockito internal invocation serializablemethodjavaref b daeea e a b c ff ab aec via lizationsupportjava https codecovio github mockito mockito src main java org mockito internal creation bytebuddy bytebuddycrossclassloaderserializationsupportjavaref b daeea e a b c ff ab aec via ns pluginloaderjava https codecovio github mockito mockito src main java org mockito internal configuration plugins pluginloaderjavaref b daeea e a b c ff ab aec _ see more https codecovio github mockito mockito features suggestionsref b daeea e a b c ff ab aec _ powered by codecov https codecovio updated on successful ci builds rebased branch and changed code according to comments of bric to make the inner test test working the inner test should not end with test nice rework made the impl class package protected looks good to me thanks for the reviews hey timthanks for cool contributionswhat are your thoughts on improving the verificationcollector idea the rule would automatically validate all verify methods at the end of the test this way there would be no need to call collectorverify at all we could leave it as optional for gnarly cases szczepiq i am not really sure what you mean could you provide a code snippet with what you would like to achieve current api java rule public verificationcollector collector mockitojunitcollector test public void should_fail { imethods methods mock imethodsclass collectorverify methods bytereturningmethod collectorverify methods simplemethod } desired api java rule public mockitorule rule mockitojunitrule lazyverify just an example no strong opinion here test public void should_fail { imethods methods mock imethodsclass below just works strong opinion verify methods bytereturningmethod verify methods simplemethod } szczepiq pr is up at smile
245,293,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,remove validateserializable fixes remove serializable validation current coverage https codecovio github mockito mockitoref b d b b abc d bea ac fe ee d b is merging into master will decrease coverage by as of b d https codecovio github mockito mockito commit b d b b abc d bea ac fe ee d b diff master diff files stmts branches methods hit partial missed review entire coverage diff https codecovio github mockito mockito compare a f b ec f bf f df deb fa b d b b abc d bea ac fe ee d b as of b d https codecovio github mockito mockito commit b d b b abc d bea ac fe ee d b uncovered suggestions https codecovio github mockito mockito features suggestionsref b d b b abc d bea ac fe ee d b via ializablemethodjava https codecovio github mockito mockito src main java org mockito internal invocation serializablemethodjavaref b d b b abc d bea ac fe ee d b via ns pluginloaderjava https codecovio github mockito mockito src main java org mockito internal configuration plugins pluginloaderjavaref b d b b abc d bea ac fe ee d b via lizationsupportjava https codecovio github mockito mockito src main java org mockito internal creation bytebuddy bytebuddycrossclassloaderserializationsupportjavaref b d b b abc d bea ac fe ee d b _ see more https codecovio github mockito mockito features suggestionsref b d b b abc d bea ac fe ee d b _ powered by codecov https codecovio updated on successful ci builds
365,373,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,fixes simplify the invocationonmock api to get a casted argument this pull request fixes by introducing t getargument int and deprecating t getargumentat intclass in type invocationonmock this improves the readabilty of custom answers this string text invocationgetargumentat stringclass can be replaced by string text invocationgetargument current coverage https codecovio github mockito mockitoref eff e b f e da be d d a is merging into master will decrease coverage by as of eff e https codecovio github mockito mockito commit eff e b f e da be d d a diff master diff files stmts branches methods hit partial missed review entire coverage diff https codecovio github mockito mockito compare ff da caa e f e d bede a eff e b f e da be d d a as of eff e https codecovio github mockito mockito commit eff e b f e da be d d a uncovered suggestions https codecovio github mockito mockito features suggestionsref eff e b f e da be d d a via rningscollectorjava https codecovio github mockito mockito src main java org mockito internal debugging warningscollectorjavaref eff e b f e da be d d a via ializablemethodjava https codecovio github mockito mockito src main java org mockito internal invocation serializablemethodjavaref eff e b f e da be d d a via lizationsupportjava https codecovio github mockito mockito src main java org mockito internal creation bytebuddy bytebuddycrossclassloaderserializationsupportjavaref eff e b f e da be d d a _ see more https codecovio github mockito mockito features suggestionsref eff e b f e da be d d a _ powered by codecov https codecovio updated on successful ci builds looks good makes implementing custom answers easier indeed
374,386,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,remove deprecated code fixes for more left though current coverage https codecovio github mockito mockitorefa a f bc dd d df e f a c a c is merging into master will increase coverage by as of a a f https codecovio github mockito mockito commit a a f bc dd d df e f a c a c diff master diff files stmts branches methods hit partial missed review entire coverage diff https codecovio github mockito mockito compare ff da caa e f e d bede aa a f bc dd d df e f a c a c as of a a f https codecovio github mockito mockito commit a a f bc dd d df e f a c a c uncovered suggestions https codecovio github mockito mockito features suggestionsrefa a f bc dd d df e f a c a c via rningscollectorjava https codecovio github mockito mockito src main java org mockito internal debugging warningscollectorjavarefa a f bc dd d df e f a c a c via ializablemethodjava https codecovio github mockito mockito src main java org mockito internal invocation serializablemethodjavarefa a f bc dd d df e f a c a c via lizationsupportjava https codecovio github mockito mockito src main java org mockito internal creation bytebuddy bytebuddycrossclassloaderserializationsupportjavarefa a f bc dd d df e f a c a c _ see more https codecovio github mockito mockito features suggestionsrefa a f bc dd d df e f a c a c _ powered by codecov https codecovio updated on successful ci builds davidkarlsen x the method mockitostubvoid https githubcom mockito mockito blob master src main java org mockito mockitojaval is deprecated but lacks the annotation deprecated can you take care of it on it ill be back the terminator christianschwarz ok added removal of stubvoid in https githubcom davidkarlsen mockito tree removestubvoid which is a fork of this pr wdyt davidkarlsen looks good there is only one reference in the javadocs that should be removed i added a note in your commit christianschwarz fixed ping szczepiq intersted in this love it thanks szczepiq what about https githubcom mockito mockito pull which is https githubcom davidkarlsen mockito tree removestubvoid if you read the thread above
374,404,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,fixes removed deprecated classes and methods fixes removed deprecated classes and methods thanks for this pr and for fixing the formatting could you also squash all commits to a single one for better versioning thanks raphw i fixed the line ending issue is it okay to squash the commits once the review of all commits is fine the removal of some deprecated classes and methods was more than simply removing it eg mockitojunitrule if my implementation is not okay it can easily be reverted raphw do you know why the check codecov changes fail christianschwarz fixing issue and will report back shortly christianschwarz can you submit an empty commit for another rebuild i believe this issue was fixed within the last days thank you i do not currently have good internet access vacation please repush forced and see if it worksthanksfor the effort this will be merged eventually raphw and stevepeak thanks for your support current coverage https codecovio gh mockito mockito pull srcpr is merging https codecovio gh mockito mockito pull srcpr into master https codecovio gh mockito mockito branch mastersrcpr will decrease coverage by files not in diff in ito internal handler were modified more https codecovio gh mockito mockito commit a d f b dff e f c aa b b changessrcpr f d e f a f f f d f b f f e e c f e c misses hits files not in diff in org mockito internal were modified more https codecovio gh mockito mockito commit a d f b dff e f c aa b b changessrcpr f d e f a f f f d f b f f e e c misses hits files not in diff in ain java org mockito were modified more https codecovio gh mockito mockito commit a d f b dff e f c aa b b changessrcpr f d e f a f f f d f b f misses hits file nal mockitocorejava was modified more https codecovio gh mockito mockito commit a d f b dff e f c aa b b changessrcpr f d e f a f f f d f b f f e e c f d f b f f e a misses partials hits diff master diff files lines methods messages branches hits misses partials sunburst https codecovio gh mockito mockito pull graphs sunburstsvgsrcpr&size https codecovio gh mockito mockito pull srcpr powered by codecov https codecoviosrcpr last updated by e f a d https codecovio gh mockito mockito compare e f a f f d aeef c b b a d f b dff e f c aa b b raphw szczepiq bric sorry for stressing you the people want mockito & lambda please comment and or merge this pr its a little step in the right direction ping lgtm thanks for doing the chore work
407,412,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,fixed vararg method call on mock object fails andreyrmg can you add your test too oh yes of course im sorry but only tomorrow current coverage https codecovio gh mockito mockito pull srcpr is merging https codecovio gh mockito mockito pull srcpr into master https codecovio gh mockito mockito branch mastersrcpr will increase coverage by powered by codecov https codecoviosrcpr last updated by e f aa f https codecovio gh mockito mockito compare e f a f f d aeef c b b aa f e e a c dbea fe e fb e added test for adding unit testscan you also add your defaultanswerdemo test case to the usage tests package orgmockitousagestubbing name proposal stubbingwithdelegatevarargstest sorry for delay i added usage test case and squash commits into oneand there is need to extend from testbase for calling help method orgmockitoutiltestbaseinvocationof javalangclass javalangstring javalangobject lgtm thanks for figuring this one out and adding an extensive test suite luckily an easy fix
20,424,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,inorder timeouts fixes issue https codegooglecom archive p mockito issues updated code provided by https githubcom sirchia in pr closes could you please add tests to make sure the code is correctly behavingalso you have some unrelated changes mostly imports reordering please remove those as well i should have some time to work on the code changes this weekend timvdlippe there was already a test there i just removed the ignore tag ill add one for the exception throwing behavior as well i also removed the import reordering my ide was trying to be super helpful jazzepi sounds great the codecov status has to pass before this can be merged after the current feedback has been processed i will take another look but i think so far it is looking good jazzepi could you rebase this pr and commit your changes i would like to merge this sooner rather than later current coverage https codecovio gh mockito mockito pull srcpr is sunburst https codecovio gh mockito mockito pull graphs sunburstsvgsize &srcpr https codecovio gh mockito mockito pull srcpr no coverage report found for master at e f powered by codecov https codecoviosrcpr last updated by e f a https codecovio gh mockito mockito compare e f eb ee ce fadd bdf f f c a d e a d d e timvdlippe i think it should all be in working ordering now ive been doing git force pushes to my branch no idea if thats the accepted style but github seems to be figuring out what im doing i just wish it were layering patchsets on like gerrit does christianschwarz i really puzzled over what you were looking for and could not understand how i could improve the code in the way youre describing id prefer this changeset get merged and then make whatever style changes you wanted yourself lgtm thanks
426,427,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,refactored class reporter to a static utillity fixes for class reporter this pr changes the way errors are created and thrown all methods of the reporter are now static so they can be imported statically and return an exception instead of throwing it directly this improves the readability and eliminates the use of hacks to satisfiy the compilerhere is a sample public list getlastvarargs { if argumentsisempty { reporter noargumentvaluewascaptured return null } else { return argumentsgetlast }} the above code snipped can be rewritten to this public list getlastvarargs { if argumentsisempty { throw noargumentvaluewascaptured } return argumentsgetlast }
426,431,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,fixes dropped class handyreturnvalues while refactoring the class handyreturnvalues towards a static utility class i notices that it is not required at all therefore i decided to remove the type handyreturnvalues current coverage https codecovio gh mockito mockito pull srcpr is sunburst https codecovio gh mockito mockito pull graphs sunburstsvgsize &srcpr https codecovio gh mockito mockito pull srcpr no coverage report found for master at cdee powered by codecov https codecoviosrcpr last updated by cdeef c b https codecovio gh mockito mockito compare cdee c f c e c a db bef c b cf a f ee c d ce e lgtm but the formatting of quite some files is still incorrect some have a space too much others are indented too much please take a close look at the diff and make sure that formatting changes are reverted functionality is fine by me timvdlippe lgtm but the formatting of quite some files is still incorrecthopefully fixed for now and ever
426,432,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fixes refactored invocationmarker to a static utility class refactored invocationmarker to a static utility class current coverage https codecovio gh mockito mockito pull srcpr is sunburst https codecovio gh mockito mockito pull graphs sunburstsvgsize &srcpr https codecovio gh mockito mockito pull srcpr no coverage report found for master at a de a powered by codecov https codecoviosrcpr last updated by a de a ebbff https codecovio gh mockito mockito compare a de a e d f f e e c e f b ca ebbff a b d e there are some imports remaining on the invocationmarker which i think can be removed other than that lgtm how to trigger a build without the commiting squashing forced push cycle that failing tests suck not much faster but the fastest way i know of to trigger building of pull request is git commit amendgit push f lgtm
304,442,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,enable some ignored tests of bridgemethodshitagaintest and detectingf… …inalmethodstestthis worked locally so lets see if this also works on the ci serverfixes current coverage https codecovio gh mockito mockito pull srcpr is merging https codecovio gh mockito mockito pull srcpr into master https codecovio gh mockito mockito branch mastersrcpr will not change coverage diff master diff files lines methods messages branches hits misses partials sunburst https codecovio gh mockito mockito pull graphs sunburstsvgsrcpr&size https codecovio gh mockito mockito pull srcpr powered by codecov https codecoviosrcpr last updated by f d https codecovio gh mockito mockito compare f e e b acf fe c c aa dd f ecaefd e db ebd be thanks this has fixed issue
438,444,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,add parameter elementtype to mock todo add a regression test to also show how this functionality can be used cc smoyer fixes current coverage https codecovio gh mockito mockito pull srcpr is sunburst https codecovio gh mockito mockito pull graphs sunburstsvgsize &srcpr https codecovio gh mockito mockito pull srcpr no coverage report found for master at d powered by codecov https codecoviosrcpr last updated by d bd a https codecovio gh mockito mockito compare d b defa b abe f f abd a b dbb aa a fad c
433,451,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,refactored timeout and after concurrent test refactored concurrent test in order to fix the implementation now uses an executor to perform async calls instead of extending thread and doesnt extend testbase anymore i also added a stopwatch which can be used for further time dependent testing in the future i want to use this class to write more tests for after timeout can you rebase this to the latest removal of deprecated api thanks seems like something went wrong with my rebase i will look tomorrow into it current coverage https codecovio gh mockito mockito pull srcpr is sunburst https codecovio gh mockito mockito pull graphs sunburstsvgsrcpr&size https codecovio gh mockito mockito pull srcpr no coverage report found for master at c d powered by codecov https codecoviosrcpr last updated by c d e a d https codecovio gh mockito mockito compare c de a b ad ba e dfc a bde e a d a f d a d ab d cf a christianschwarz i think its preferable to rebase eg pull rebase upstream master a pull request instead of merging that hides unrelated commits and makes reviewing easier thanksedit just saw your comment above so please ignore this this lgtm but one small comment thank you again for your work okay i fixed the formatting issues lgtm i guess it would have been better to use more lenient timeouts https travis ciorg mockito mockito builds it really sucks that we only experience this flakiness on master and now when we are reviewing such pull requests i cant seem to recreate these timing issues locally either i can replicate the issues if i decrease the timeouts and run a timeout test in an endless looptravis builds have very limited cpu resources so https docstravis cicom user ci environment so failures of multi threaded tests are more likely
453,454,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,modified javadoc for argumentmatcher to fix this is the amendment to the argumentmatcher javadoc current coverage https codecovio gh mockito mockito pull srcpr is sunburst https codecovio gh mockito mockito pull graphs sunburstsvgsrcpr&size https codecovio gh mockito mockito pull srcpr no coverage report found for master at ce powered by codecov https codecoviosrcpr last updated by ce bb https codecovio gh mockito mockito compare ce a adc ccf b d d e bb c cf a f e e e afea a lgtm
390,491,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,deprecate whitebox and corresponding verboserunner and junitfailureha… a quick google showed that there are almost zero usages of this runner moreover it was relying on a very hackish implementation i think we can do a better job by creating a new runner with junit as part of therefore the intent is to deprecate these classes and remove them in mockito fixes current coverage https codecovio gh mockito mockito pull srcpr is diff merging https codecovio gh mockito mockito pull srcpr into master https codecovio gh mockito mockito branch mastersrcpr will increase coverage by diff master diff files lines methods messages branches hits misses partials sunburst https codecovio gh mockito mockito pull graphs sunburstsvgsrcpr&size powered by codecov https codecoviosrcpr last update ce ac e https codecovio gh mockito mockito compare ce ac ea f f c e d fdf a ccb e b dfe ef a d bd dce bbsrcpr dont remove this runner a few people were relying on this it may not show up on open source projectin my opinion whitebox should be removed though so it could be possible to use other internal reflection utils like fieldgetter fieldsetter timvdlippe bric what do you think about deprecating all mockito runners in order to promote the uses of mockitorule motivation mockito should promote only one api to initialize annotated fields cause it may confuse users what to choose when runners vs rule mockitorule does the same as the runners but is more flexible cause it allows to uses other runners eg for parameterized tests which is a often requested feature i do not think we should deprecate them junit still has runners as a non deprecated feature we should deprecate the runners once they do the same a lot of people still rely on old junit versions where runners are the only option we can however add proper documentation that indicates that runners should be the second choice raphw even if i disagree at some points i accept the core team decision a lot of people still rely on old junit versions where runners are the only optioni see you point but i think that people that update to mockito x can also update there junit version also deprecating doesnt mean that it is removed in it will still be usable and indicate that a better alternative exist we can however add proper documentation that indicates that runners should be the second choicegood idea here we go the reason to deprecate this runner is because the new mockito runner is strict and is a lot more userfriendly than this runner to promote the strict runner we should deprecate this one and use the strict version imoregarding runners vs rules we can state our preference but we should keep the possibility ill tidy up the verbose runner documentation i dont think it is useful given the work on and ok deprecation sounds good to me however id remove whitebox its internal after alllets just replace the methods in junitfailurehacker at line https githubcom mockito mockito pull filesdiff a e ee d a af c c b f r and at line https githubcom mockito mockito pull filesdiff a e ee d a af c c b f r by private methods rebased and updated pull request with feedback ptal smile indeed the timeout test is picky especially with openjdk i restarted the job times verbose runner and console spamming runner are now both deprecated lets kill them in
