issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,DataStructure,i18n,DevOps,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,BigData,App,GIS,corpus
1661,3618,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export new atomiclongmapbashertest to open source repohttps githubcom google guava pull discussion_r c c c c b e cb ab a d ee fc f add lazyinit and retainedwith annotations to the lazily calculated entries field of immutablesetmultimapthis field is lazily evaluated by entries without holding a lock but multiple concurrent calls to entries will produce idempotent results at the cost of some performance d e ec f dd e a aa c let listenablefuture implement thenable via a default interface method in j clthis is a second attempt after problems in e bac b c acf e ad b a f were fixed d d fc b c a b b d c c af add test for behavior described in a d bb e eb a f c a f undo test cl a df be be fac e feee a c it produces a tiny diff between the commonbase and commoncollect copies of abstractiteratorc f a a e ac dda e c b add splittersplittostream c f d cea ac ffabfe bc c c add comment explaining table and multiplier in charmatcherwhitespacefixes b cae b fd dda b a a cfe rollback of adding splittersplittostream reason for rollback my guess is that this change somehow upsets an allowed list ofone definition violations f efe f a ed dd bd cde d d b rollback of change to let listenablefuture implement thenable via a default interface method in j cl c a e cc bcc b ad fe a d clean up leftovers from mapmakermakecomputingmap remove makecomputingmap from the gwt emulation deprecate computationexception b c c a f e d f ea i see splittersplittostream was added and removed again are there plans to open source it in the future slightly_smiling_face i see splittersplittostream was added and removed again are there plans to open source it in the future slightly_smiling_face it is being reintroduced in nice
2677,3635,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,check the array indexes in quantilesscaleandindexes is non emptyfixes fixes a ddaa d b e ed bb e be ee simplify some codefixes e def a a d aef a e f document the jdk alternative to iteratorsforenumeration fixes e be b c f abb c f ab d f d add a mime type mpeg dash mpd files fixes relnotes net added the mediatype constant for mpeg dash ccf c be b ec f ef e fix the logic that decides whether to use currentrequestthreadfactory under app enginewhile there also support thread renaming under app enginefixes https githubcom google guava issues relevant to https githubcom google guava issues also the cl in which i experimented with https githubcom google guava issues before backing it out bd b c f e b f e a c all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info all non googler contributions are taken from prs
3210,3635,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,check the array indexes in quantilesscaleandindexes is non emptyfixes fixes a ddaa d b e ed bb e be ee simplify some codefixes e def a a d aef a e f document the jdk alternative to iteratorsforenumeration fixes e be b c f abb c f ab d f d add a mime type mpeg dash mpd files fixes relnotes net added the mediatype constant for mpeg dash ccf c be b ec f ef e fix the logic that decides whether to use currentrequestthreadfactory under app enginewhile there also support thread renaming under app enginefixes https githubcom google guava issues relevant to https githubcom google guava issues also the cl in which i experimented with https githubcom google guava issues before backing it out bd b c f e b f e a c all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info all non googler contributions are taken from prs
3211,3635,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,check the array indexes in quantilesscaleandindexes is non emptyfixes fixes a ddaa d b e ed bb e be ee simplify some codefixes e def a a d aef a e f document the jdk alternative to iteratorsforenumeration fixes e be b c f abb c f ab d f d add a mime type mpeg dash mpd files fixes relnotes net added the mediatype constant for mpeg dash ccf c be b ec f ef e fix the logic that decides whether to use currentrequestthreadfactory under app enginewhile there also support thread renaming under app enginefixes https githubcom google guava issues relevant to https githubcom google guava issues also the cl in which i experimented with https githubcom google guava issues before backing it out bd b c f e b f e a c all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info all non googler contributions are taken from prs
3382,3635,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,check the array indexes in quantilesscaleandindexes is non emptyfixes fixes a ddaa d b e ed bb e be ee simplify some codefixes e def a a d aef a e f document the jdk alternative to iteratorsforenumeration fixes e be b c f abb c f ab d f d add a mime type mpeg dash mpd files fixes relnotes net added the mediatype constant for mpeg dash ccf c be b ec f ef e fix the logic that decides whether to use currentrequestthreadfactory under app enginewhile there also support thread renaming under app enginefixes https githubcom google guava issues relevant to https githubcom google guava issues also the cl in which i experimented with https githubcom google guava issues before backing it out bd b c f e b f e a c all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info all non googler contributions are taken from prs
3580,3635,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,check the array indexes in quantilesscaleandindexes is non emptyfixes fixes a ddaa d b e ed bb e be ee simplify some codefixes e def a a d aef a e f document the jdk alternative to iteratorsforenumeration fixes e be b c f abb c f ab d f d add a mime type mpeg dash mpd files fixes relnotes net added the mediatype constant for mpeg dash ccf c be b ec f ef e fix the logic that decides whether to use currentrequestthreadfactory under app enginewhile there also support thread renaming under app enginefixes https githubcom google guava issues relevant to https githubcom google guava issues also the cl in which i experimented with https githubcom google guava issues before backing it out bd b c f e b f e a c all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info all non googler contributions are taken from prs
3453,3636,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,add testlib readmefixes b f e b e bde fd c d aade change quantiles compute methods for multiple indexes to return a map with entries in the order in which the indexes were provided in the call to indexes fixes https githubcom google guava pull relnotes math quantiles compute methods which return a map now return a map with entries in the same order in which the indexes were provided a d ac c d ad de f d f f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3633,3637,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,bump version which went out of date since the previous cl was created f a c d d ec fc a e fefa use if statement instead of for statement for a single itemfixes e e b b c dbd badd b af e upgrade maven source plugin from to fixes https githubcom google guava pull e b d a a fd f b bb a a document the jdk alternative to moreobjectsfirstnonnull fixes https githubcom google guava pull da d b d f a e ccf fa b all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3652,3654,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,switch to an internal annotation for ignoring jrerequirementsfixes relnotesremoved dependency on animal sniffer annotations ce af d b a e ebaf b e d ca rename package private duration apis saturatedto os to ossaturated saturatedtomillis tomillissaturated goodtimef a ea ae ddd d fcd fe f suppress more goodtime errors e c c aa acebe bb bda de f
3507,3677,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,fix tostring exception handling change from c fb cc b f b b a f cathis is not an ideal code fix but it restores the previous functionality and adds a test that verifies the exception handling logic b dfbfc f b f d a a bb e f f c handle stackoverflowerror from both pendingtostring and appenduserobjectadds a bunch of tests to validate error handling in tostring code verify that a future completing during the tostring call results in a done formatted string verify that an exception thrown by pendingtostring doesnt cause tostring to fail verify that cycles dont cause tostring to fail verify that deep chains of setfuture dont cause tostring to failrelnotescatch stackoverflowerror in abstractfuturetostring to prevent long chains of futures from failing tostring calls d d b e ad d ba a c f update documentationfixes a d bb fc ba da b d b b all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info adding cla label because a d bb fc ba da b d b b came from gokacos pr a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3565,3684,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,add suppresswarnings donotmock to mocked comgooglecommon types donotmock will be added to these types this change suppresses warnings for current cases where these types are mocked ed d bb b ec a ae b c add graphbuilderincidentedgeorder c db cfae a f c f f b a remove usages of deprecated charmatcher functionsfixes ec d c d fbc c bb a ff have immutablegraphbuilder set incidentedgeorder to stable c a bf ccc bb f e a cdc b migrate orgmockitomatchersany to orgmockitoargumentmatchersthe former is deprecated and replaced by the latter in mockito however there is afunctional difference argumentmatchers will reject null and check the typeif the matcher specified a type eg any class or anyint any willremain to accept anythingall remaining any class references are migrated to nulllable class to maintain the functionality of mockito all remaining anystring references are migrated to nullable stringclass to maintain the functionality of mockito e e ea bb e be ce edd ac c d all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3721,3726,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,make incidentedges return edges in insertion orderdf c d fe a f b b a c fa abstractnetwork fix bug in abstractnetworkhasedgeconnecting causing it to throw if either endpoint was not in the graphrelnotesfix bug in abstractnetworkhasedgeconnecting causing it to throw if either endpoint was not in the graph originally reported as github issue e f acaa b c c c e d f e refactor abstractgraphtest to allow for tests with immutablegraphreason immutablegraph implementations are undertested compared to mutablegraph implementations the current tests didnt catch a bug i deliberately introduced in also it would be nice to be able to share the incident edge order testsnote about design i started out by making an abstractgraphtest subclass for mutable graphs however that would lead to a duplication of all subclasses and most of their tests the issue is that directed undirected and mutable immutable are orthogonal and we also want to test allowselfloopstrue false and incidentedgeorderunordered stable the proposed solution is somewhat unconventional but at least allows us to share much more code between the testsa d db f d f c a bb d d b merge abstractxgraphtest and configurablesimplexgraphtest thus removing one layer from the abstractgraphtest treereason nobody in is using these abstract test classes even though they are designed for general purpose graphs however even though they arent used these classes add a layer of complexity to an already complex class tree that is going to become more complex with the addition of immutablegraph tests and stable incident edge order testsce b bd fbd abed afd de eef make the abstractgraphtest tree more sane with only leaf nodes non abstract and merge the tests for with and without self loopsf ac e d b c e b b bccd ff eb merge standardmutabledirectedgraphtest and its variant with stable orderthis is in preparation for adding an immutable version that also needs tests for the stable ordera ebd b d a df e e a dfe ee add standardimmutabledirectedgraphtest cf b c aba a e b f e e annotate benign race in abstracttable so as to avoid tsan issuesa c bcd d c d d a c c b f e d great work on improving the graph tests nymanjens looking forward to seeing it merged in 👏 great work on improving the graph tests nymanjens looking forward to seeing it merged inthanks
3745,3748,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,refactor lambda can be replaced method referencefixes d ab f dcb a cd a f e faa e all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3761,3765,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,add test case stable incidentedgeorder with a self loop to abstractstandard un directedgraphtestaee a c bbfecced f c d a add test for stable incidentedgeorder support for mutable undirected valuegraphs in valuegraphtest aba dd e e fcd e b fa e e fix off by one error in asciidigitsasciidigits initializationfixes b d f e ae d e ce a disable gwt rpc by default in the open source releaserelnotes guava types can no longer be sent over gwt rpc https groupsgooglecom d msg guava announce zhztfg yf o rqnnwdheewaj to _temporarily_ reenable support set the guavagwtemergency_reenable_rpc system property to true ff cd f d e fb d e d da af f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info adding cla yes label because b d f e ae d e ce a comes from perceptron s pr
3784,3796,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,make abstractfuture compatible with forkjoinpool by catching exceptions from property retrievalfixes relnotesmade it safe to load the abstractfuture class from a forkjoinpool thread under a security managere b c a f ae bdf f e da all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info shut down computer silence
3788,3796,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,make abstractfuture compatible with forkjoinpool by catching exceptions from property retrievalfixes relnotesmade it safe to load the abstractfuture class from a forkjoinpool thread under a security managere b c a f ae bdf f e da all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info shut down computer silence
3800,3805,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,simplify redundant collectionaddall callsfixes ae a d c e f cef f c abd f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3501,3830,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,fixed double slicing bytesource fixes fb b bc d d a b bb c b af all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info googlebot i consent clas look good thanksℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3829,3830,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,fixed double slicing bytesource fixes fb b bc d d a b bb c b af all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info googlebot i consent clas look good thanksℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3816,3831,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,add some unit tests for base url in baseencodingfixes e c a e efb dd d cc f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3418,3856,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,remove beta from service and servicemanager this leaves abstractlisteningexecutorservice as beta fixes relevant to i have tweaked jesses initial pr to leave abstractexecutionthreadservicetriggershutdown and abstractservicedocancelstart as beta since we arent sure we like the locking behavior of the former and weve realized that listenerstopping _might_ be a reasonable substitute for both relnotes utilconcurrent removed beta from service and related classes d b ed a df eea eea all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3806,3856,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,remove beta from service and servicemanager this leaves abstractlisteningexecutorservice as beta fixes relevant to i have tweaked jesses initial pr to leave abstractexecutionthreadservicetriggershutdown and abstractservicedocancelstart as beta since we arent sure we like the locking behavior of the former and weve realized that listenerstopping _might_ be a reasonable substitute for both relnotes utilconcurrent removed beta from service and related classes d b ed a df eea eea all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3873,3876,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,fix github by reimplementing cartesian{setlist}containsrelnotesfixed d ce a a aa ba dba a
3883,3885,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,move comment to a more appropriate locationthe comment was added along with putcoalescing in cl fixes a a f a a bb d a c bcbeb all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3886,3887,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fixed treerangemapsubrangemapputcoalescingthe short circuiting on an attempt to put an empty range caused the contract of putcoalescing to be violatedfixes e e abc d de ed e b cb c d a all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3890,3892,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,fix powersetequals when comparing to another powerset whose items are the same but in a different iteration orderrelnotes fix issue where powersetequals powerset would erroneously return false if the powersets underlying sets were equal but in a different iteration orderfixes befd ced edc a c eb a f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info cla yes from s acceptance a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3891,3892,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,fix powersetequals when comparing to another powerset whose items are the same but in a different iteration orderrelnotes fix issue where powersetequals powerset would erroneously return false if the powersets underlying sets were equal but in a different iteration orderfixes befd ced edc a c eb a f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info cla yes from s acceptance a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3880,3893,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,adds constants for cross origin embedder policy report only headers w https wicggithubio cross origin embedder policy coep relnotesadds constants for cross origin embedder policy report only headersa f e ad b b c ac cf e implement trylockuninterruptiblyfixes c d ecc c d adbcde ad f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info cla yes from a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3878,3899,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,in immutableintarray use arrayscopyof when expanding the internal array bdb c a ad e cda f dc implemented lastindexof in cartesianlistfixes da dd e bc e e a ac e e ce b f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
