issueNumber,prNumber,Util,Network,i18n,Test,IO,corpus
1897.0,2470,1.0,0.0,1.0,0.0,1.0,fixthis pr aims to support the requests in and by adding methods to the final subject classes that let developers access in flight state in a snapshot fashion this may be considered safe api change because all subject classes were final already so adding extra methods wont break anyones code and we will be careful with our observable in the future notificationlite is now extended with two missing value checks isnull and isnext each subject has hascompleted hasthrowable and getthrowable methods however i cant add them to subject because that would be an incompatible api change where applicable getvalue and getthrowable return null instead of throwing exceptions so users are encouraged to call hasxxx methods beforehand there was a chaining bug in the bounded replaysubject because the terminal value was added after a potential pruning the node links could get broken and concurrent replays might not have seen the terminal value since replaysubject can have multiple values ive added size hasanyvalue isempty is taken and getvalues methods to make a snapshot of the current buffer contents whether or not the replaysubject has terminated the usual tolist would wait until the subject has terminated the unrelated operatormergetesttestconcurrency hangs for me for some reason without activity either a buffer bug or a merge bug is in play there ive added a timeout so it doesnt stop the other tests
2331.0,2470,1.0,0.0,1.0,0.0,1.0,fixthis pr aims to support the requests in and by adding methods to the final subject classes that let developers access in flight state in a snapshot fashion this may be considered safe api change because all subject classes were final already so adding extra methods wont break anyones code and we will be careful with our observable in the future notificationlite is now extended with two missing value checks isnull and isnext each subject has hascompleted hasthrowable and getthrowable methods however i cant add them to subject because that would be an incompatible api change where applicable getvalue and getthrowable return null instead of throwing exceptions so users are encouraged to call hasxxx methods beforehand there was a chaining bug in the bounded replaysubject because the terminal value was added after a potential pruning the node links could get broken and concurrent replays might not have seen the terminal value since replaysubject can have multiple values ive added size hasanyvalue isempty is taken and getvalues methods to make a snapshot of the current buffer contents whether or not the replaysubject has terminated the usual tolist would wait until the subject has terminated the unrelated operatormergetesttestconcurrency hangs for me for some reason without activity either a buffer bug or a merge bug is in play there ive added a timeout so it doesnt stop the other tests
1702.0,2471,1.0,0.0,0.0,0.0,1.0,also adds a unit test for regressionit appears there is a potential race condition if something adds to removes from the pq while its _inside_ the poll operation which is where the exceptions in seem to have actually come from therefore the initial null check didnt really address the original problem the test here seems to reliably recreate those conditionsi considered using a priorityblockingqueue instead of synchronized but since the isempty and poll calls should not allow something to interleave between them and access the queue a synchronized block seemed wiser here
1956.0,2548,1.0,0.0,0.0,1.0,1.0,as per discussion in and making a call to subscriberrequest n with negative n should throw an illegalargumentexception includes unit test
2545.0,2548,1.0,0.0,0.0,1.0,1.0,as per discussion in and making a call to subscriberrequest n with negative n should throw an illegalargumentexception includes unit test
2544.0,2550,1.0,0.0,0.0,1.0,1.0,as per discussion in
2600.0,2630,1.0,0.0,0.0,0.0,1.0,rebased
2604.0,2759,1.0,0.0,0.0,0.0,1.0,see where it was discovered that observableusing used subscribe instead of unsafesubscribe which provoked a race condition leading to an illegalargumentexception from the merge operatorthis pr uses unsafesubscribe and adds an overload for using to optionally dispose of resources eagerly just before completion or error the use case for this is a _synchronous_ observable where a downstream operation wants to reuse a resource but because the observable is synchronous the resource cannot get disposed till the downstream completes unit tests included
2772.0,2804,1.0,0.0,0.0,0.0,1.0,squashed commits of further optimizations to observeon using spscarrayqueue directly in observeon instead of ringbuffer to avoid the synchronization block split tracking structure to serial subscriptionlist and timed compositesubscription in eventloopsscheduler which improves the sequential scheduling performance because a completing tasks subscription will be most likely the first item in the underlying linkedlistbenchmark i window x java u x s warmup x s iteration benchmark size x x error this pr this errorobserveon observeon observeon observeon observeon observeon observeon observeon observeon observeon subscribeon subscribeon subscribeon subscribeon subscribeon subscribeon subscribeon subscribeon subscribeon subscribeon notes at size the throughput varies in a range on each run and since the changes dont touch the scalar optimization there is no real improvement there at size my system reached either the cache capacity or the os schedulers time resolution so there no improvement there on at size and size the throughput doubles if i introduce some extra delay ie via sleep or some extra work the benchmark generates a lot of garbage due to boxing switching to a constant emitter increases the throughput subscribeon from to since it conflicts with anyway this is pr is to let others verify the optimizations actually work on other oses because on my windows i sometimes get significant variance in the throughput during iterations increased iteration time may be required as well
2773.0,2804,1.0,0.0,0.0,0.0,1.0,squashed commits of further optimizations to observeon using spscarrayqueue directly in observeon instead of ringbuffer to avoid the synchronization block split tracking structure to serial subscriptionlist and timed compositesubscription in eventloopsscheduler which improves the sequential scheduling performance because a completing tasks subscription will be most likely the first item in the underlying linkedlistbenchmark i window x java u x s warmup x s iteration benchmark size x x error this pr this errorobserveon observeon observeon observeon observeon observeon observeon observeon observeon observeon subscribeon subscribeon subscribeon subscribeon subscribeon subscribeon subscribeon subscribeon subscribeon subscribeon notes at size the throughput varies in a range on each run and since the changes dont touch the scalar optimization there is no real improvement there at size my system reached either the cache capacity or the os schedulers time resolution so there no improvement there on at size and size the throughput doubles if i introduce some extra delay ie via sleep or some extra work the benchmark generates a lot of garbage due to boxing switching to a constant emitter increases the throughput subscribeon from to since it conflicts with anyway this is pr is to let others verify the optimizations actually work on other oses because on my windows i sometimes get significant variance in the throughput during iterations increased iteration time may be required as well
2458.0,2883,1.0,0.0,1.0,1.0,1.0,this pr modifies the subject class to host the union of the state peeking methods of the various subject implementations and fixes the inconsistent behavior of replaysubjectgetvalues t the changes enable the serializedsubject to relay such state peeking method calls into the wrapped subject and allows future subject wrappers to do the same
1483.0,2969,1.0,0.0,0.0,0.0,1.0,ive removed the controversial features and made the backing cachedobservable internalrelated issue
2979.0,2983,1.0,0.0,0.0,0.0,1.0,started investigating multiple calls to onstart based on and found a bunch but since onstart can be overridden i might have missed cases in addition ive found a single place where a producer is set twice on a subscriber but again many other places may exist
3046.0,3048,1.0,0.0,0.0,1.0,1.0,compositeexception wont crash if it received null by some means a null collection or null collection item is replaced by a nullpointerexception instancesee also
3128.0,3129,1.0,0.0,0.0,0.0,1.0,apparently we forgot about this operator the backpressure handling is a trivial case with producerarbiter ive also some apparent code indentation errororiginally reported in with a test case which i didnt include due to its lengthy nature however i did run the test manually and both passed after the fix
3022.0,3149,1.0,0.0,0.0,1.0,1.0,repost of
3252.0,3286,1.0,0.0,0.0,1.0,1.0,adds blockingsingle issue the blocking version of rxsingleblockingsingle has the following methods from single factory method for creating a blockingsingle from a single value returns the value emitted from the single tofuture returns a javautilconcurrentfuture couldnt actually think of any other useful operations to perform on blockingsingle in comparison to blockingobservable theres not much to this class at the moment
3385.0,3417,1.0,0.0,0.0,1.0,1.0,closes
3439.0,3444,1.0,0.0,0.0,1.0,1.0,this is a backport of
3445.0,3447,1.0,0.0,0.0,0.0,1.0,requested in this is an efficient implementation as it avoids allocating the lifter object doesnt require a function wrapper and doesnt use producer arbitration bonus points to those who can recognize the similarities with
2835.0,3513,1.0,0.0,1.0,1.0,1.0,this adds a new pattern and lookup method that lets the developer specify the custom plugins with shorter system property keys android is quite restrictive and allows only charactersthe new pattern splits the target simple class name and its implementation into two separate system properties rxjavaplugin classsimpleclassnamerxjavaplugin implpathtoimplclass the index tag can be any string of your chosing rxjavapluginmykeyclasssimpleclassnamerxjavapluginmykeyimplpathtoimplclass but make sure they are paired otherwise nothing will happenif there are multiple class entries with the same simpleclassname one of them will be chosen depending on the walk order in javautilproperties related issue
3581.0,3584,1.0,0.0,0.0,0.0,1.0,as discussed in some clarification of the behaviour of groupby looks necessary re its behaviour when the groupedobservable terminates early for example has first applied to it see also i also took the liberty of recommending ignoreelements instead of take for the section in the javadoc that recommends how to ignore emissions because the take approach would have more overhead every emission from source would prompt the emission of a new groupedobservable than the ignoreelements approachonce this is accepted ill look to submit a pr with groupbyonce mentioned in
3652.0,3655,1.0,0.0,0.0,1.0,1.0,part of will submit a pr for onerrorresumenext func later
3660.0,3661,1.0,0.0,0.0,0.0,1.0,this pr is a backport of the x combinelatest with null support and lets the programmer combine more than sources at once note that x supports manual sizing of the prefetch buffer and allows delaying the exceptions to the last moment i kept these in case such features are required by x some daythe original had this limit due to using a single and non parametric rxringbuffer to store values from sources in addition the original algorithm divided downstream requests among the sources with some strange logic in order to keep them running and not overflow the bufferthis pr uses an unbounded linked spsc queue which can now hold as many elements as there are sources times the default ring buffer size this is not preallocated and grows shrinks as necessary the algorithm stores the current latest array and the source subscriber in the queue in pairs so when that particular row is emitted to downstream that source subscriber gets the request replenishment call that generated the rowin addition ive added an iterator overload from as well
3685.0,3689,1.0,0.0,0.0,0.0,1.0,the operators didnt honor backpressure when they switched over to the other observablethis pr also includes the
3700.0,3701,1.0,0.0,0.0,1.0,1.0,closes
3710.0,3714,1.0,0.0,0.0,0.0,1.0,relevant issue
3711.0,3722,1.0,0.0,0.0,0.0,1.0,refs should these new overloaded functions be annotated with beta
372.0,3733,1.0,0.0,0.0,1.0,1.0,instead deliver them up to the threads uncaught exception handlerfixes reactivex rxjava
3740.0,3741,1.0,0.0,0.0,1.0,1.0,ref i didnt write much unit tests for doonsubscribe because it internally uses operatordoonsubscribe which is well covered
3732.0,3752,1.0,0.0,0.0,1.0,1.0,this pr adds the factory method using overload to single as requested in for convenience ive also added singlesubscribe observer
3440.0,3766,1.0,0.0,0.0,1.0,1.0,closes closes closes whoa issues at a time
3731.0,3766,1.0,0.0,0.0,1.0,1.0,closes closes closes whoa issues at a time
3938.0,3942,1.0,0.0,1.0,0.0,1.0,add option to safely subscribe a completablesubscriber regular subscriber and handle onxxx failuressee also naming and whether or not the safe wrapping should be the default is open to discussion
3947.0,3948,1.0,0.0,0.0,1.0,1.0,see
3779.0,3966,1.0,0.0,0.0,0.0,1.0,add withlatestfrom operator version that can take to n other sources and combine them with the main sourcerelated
3576.0,3974,1.0,0.0,0.0,0.0,1.0,see
3721.0,4024,1.0,0.0,0.0,0.0,1.0,fixes the documentation problem reported in
3007.0,4026,1.0,0.0,0.0,0.0,1.0,this pr rephrases the cache documentation a bit and adds workaround for stopping and forgetting the cached valuesrelated
4001.0,4034,1.0,0.0,0.0,0.0,1.0,alternative implementation to
4035.0,4036,1.0,0.0,0.0,0.0,1.0,as discussed in with akarnokd
4028.0,4051,1.0,0.0,1.0,1.0,1.0,adding the backpressure support to replaysubject exposed a race condition around the caughtup optimizationthe problem occurs when the source thread has caught up after drain returned true but at the same time a concurrent drain starts running due to a subscribe process finishing or requesting on top of the previous longmax_value this concurrent drain may think the replay hasnt started yet by finding rpnode null or seeing that the buffer has more elements that may get double emitted the current solution is to remove this optimization until we come up with a correct optimizationrelated
3959.0,4063,1.0,0.0,0.0,0.0,1.0,replacement for
4057.0,4070,1.0,0.0,0.0,1.0,1.0,closes although doesnt address the name of the class
4109.0,4139,1.0,0.0,1.0,1.0,1.0,this pr should fix some test timing out otherwise sensitive to thread hiccups
4138.0,4139,1.0,0.0,1.0,1.0,1.0,this pr should fix some test timing out otherwise sensitive to thread hiccups
4137.0,4140,1.0,0.0,0.0,1.0,1.0,closes closes
4216.0,4226,1.0,0.0,0.0,1.0,1.0,addresses happy to receive feedback on the implementation also should i take the documentation from flatmapobservable and adjust it
4152.0,4261,1.0,0.0,0.0,0.0,1.0,this pr adds multiple arguments to concatdelayerror operatorrelated to
4260.0,4262,1.0,0.0,0.0,0.0,1.0,as discussed in call rxjavahooksonerror for secondary errors reduced allocations actionsubscriber actionobserver operator onsubscribe added unit tests
4280.0,4288,1.0,0.0,1.0,1.0,1.0,related the exceptionspropagate and exceptionsthrowiffatal are too useful to be hidden in an internal package so this pr moves them into the public ioreactivexexceptions package the terminal atomics related to throwable containers lives in the exceptionhelper enum
4306.0,4309,1.0,0.0,0.0,1.0,1.0,as wanted in
4329.0,4330,1.0,0.0,0.0,1.0,1.0,see i also adjusted the test as it was testing the wrong thing before
4082.0,4337,1.0,0.0,0.0,0.0,1.0,move disposableobserver to ioreactivexobservers some documentationrelated
4366.0,4371,1.0,0.0,1.0,1.0,1.0,this pr removes the blockingflowable and blockingobservable classes and moves the blocking operators into the respective reactive classes and names pre with blocking in addition many of the mentions of flowable has been replaced with observable in observable related
4199.0,4442,1.0,0.0,1.0,1.0,1.0,add javadoc to asyncemitterbackpressuremode deprecate observablefromasync add observablefromemitter instead add completablefromemitter add missing placeholder since tags fix some generics error rxjavahooks add race helper to testutil fix javadoc warnings
4255.0,4442,1.0,0.0,1.0,1.0,1.0,add javadoc to asyncemitterbackpressuremode deprecate observablefromasync add observablefromemitter instead add completablefromemitter add missing placeholder since tags fix some generics error rxjavahooks add race helper to testutil fix javadoc warnings
4456.0,4458,1.0,0.0,0.0,0.0,1.0,completable already used doondispose however i renamed the arguments to match observable and single
4462.0,4466,1.0,0.0,0.0,0.0,1.0,it might just as well shine some light into which method should be used and explain why there are
4481.0,4488,1.0,0.0,0.0,0.0,1.0,this pr adds just the new methods from to allow a much cleaner change of return types later on
4389.0,4503,1.0,0.0,0.0,0.0,1.0,this pr adds the ability to specify the default thread priorities of computation io newthread and single schedulers via system properties ive added the property names to the schedulers javadocrelated
4501.0,4504,1.0,0.0,0.0,0.0,1.0,also any reason the dispoable is called s is it still from the subscription time
4524.0,4525,1.0,0.0,0.0,0.0,1.0,test for combinelatest fill follow
4577.0,4580,1.0,0.0,0.0,0.0,1.0,as per discussion in renaming asyncemitter to emitter via deprecationthere is a catch though completableemitter is correctly named now and depends on asyncemitter via the method java void setcancellation asyncemittercancellable c when can we break the api of that class
4498.0,4586,1.0,0.0,0.0,1.0,1.0,added support for error assertions with to testsubscriber requested in to support custom error evaluation removes the need to implement equals and hashcode in exceptions
4628.0,4629,1.0,0.0,0.0,1.0,1.0,addresses theres maybefromrunnable but completable is missing this method
4634.0,4636,1.0,1.0,1.0,1.0,1.0,equivalent of but now for the x branch
4332.0,4641,0.0,0.0,0.0,0.0,1.0,before the introduction of rxjavahooks the safesubscriber_onerror called the original error handler with the exception it received which was by default an empty handler the default rxjavahooksonerror behavior however is to signal errors to the uncaught exception handler of the caller thread which leads to unnecessary logging or app crashes even though the error itself is to be handled properlythis pr restores the safesubscriber_onerror to skip the rxjavahooks and call the original handler directy so old tracking code should still get all safe error while newer hooking doesnt get calledrelated
464.0,4645,1.0,0.0,1.0,1.0,1.0,this pr addresses
4633.0,4647,1.0,0.0,1.0,1.0,1.0,this pr addresses merge singleambarray and singleambiterable operators into singleamb merge maybeambarray and maybeambiterable operators into maybeamb merge completableambarray and completableambiterable operators into completableamb
4650.0,4651,1.0,0.0,1.0,1.0,1.0,
4653.0,4654,1.0,0.0,0.0,0.0,1.0,resovles see http stackoverflowcom a
4680.0,4681,1.0,0.0,0.0,1.0,1.0,this will elementatorerror on an empty source just leaves the new single hanging without signalling onerror elementat on an empty source just leaves the maybe hanging without signalling oncomplete i also noticed that elementat with a default value on an empty source did not work either
4683.0,4687,1.0,0.0,0.0,1.0,1.0,will adds observablerangelong adds flowablerangelong both implementations are copied same for the unit testswhat should we do about the range overflow check we could use bigdecimal to check that
4688.0,4690,1.0,0.0,0.0,1.0,1.0,adds assertvalueat index predicate to basetestconsumer
4709.0,4710,1.0,0.0,1.0,1.0,1.0,these functions are for transforming the stream shape not doing work any operation that would throw a checked exception should happen inside the stream not when shaping itcloses
4727.0,4729,1.0,0.0,0.0,1.0,1.0,this is the implementation of
4620.0,4751,1.0,1.0,1.0,1.0,1.0,flowableconcatmapeager s drain loop when encountering a finished inner jumped back to the beginning of the loop but disregarded the potentially changed request amount and just stopped emitting the fix is to use the typical request management approach of reading the current request at the beginning of the loop and then committing the emission amount before trying to leave the looprelated in addition testhelperasserterror has been changed to attach the whole unexpected exception to the assertionerror
4702.0,4757,1.0,0.0,0.0,0.0,1.0,uses the same test as the observable one
4809.0,4810,1.0,0.0,0.0,0.0,1.0,small change as discussed in
482.0,4828,1.0,0.0,0.0,0.0,1.0,to in
482.0,4830,1.0,0.0,0.0,1.0,1.0,doafterterminate was intended to call the callback after either oncompleted or onerror but somehow missed that behavior in xrelated
485.0,4858,1.0,0.0,0.0,1.0,1.0,this pr adds the maybeflatmapsingleelement operator that returns a maybe and completes if the source completes unlike flatmapsingle where the returned single signals nosuchelementexception related
4872.0,4873,1.0,0.0,0.0,1.0,1.0,testobserver replaced the upstreams disposable with the disposed sentinel when it got a terminal event unlike testsubscriber and there seems to be a need for triggering dispose in some upstream even after that this pr changes this behavior and also updates unit tests that expect isdisposed true without actually calling dispose related
488.0,4884,1.0,0.0,0.0,1.0,1.0,the default periodic scheduling code accessed the current worker time as milliseconds which prevents running microsecond and osecond scale unit tests with testscheduler as its internal osecond resolution time is always converted losing precisionthis pr introduces the internal scheduleperiodichelper class moves the default scheduling code into a static method and defines a now osupplier interface that is now implemented by testschedulerworker to return the current o time the default workerscheduleperiodically delegates to this static method and given a null no osupplier the workernow is converted to oseconds as usualrelated
490.0,4911,1.0,0.0,0.0,1.0,1.0,this pr fixes the observablerepeatwhen not completing properly if the handler completes in addition the observableredo has been split to observableretrywhen and observablerepeatwhen just like their flowable counterpart and are now they use a less convoluted algorithmrelated
4920.0,4921,1.0,0.0,0.0,0.0,1.0,fix the wrong messages in testsubscriber and testobserver related
4923.0,4924,1.0,0.0,0.0,0.0,1.0,changing completable to completablesource also found one other wrong spot that i within this pr
4926.0,4927,1.0,0.0,0.0,1.0,1.0,both observabletimer and flowabletimer could report illegalstateexception because if the delayed task completed before the tasks disposable was set the setonce found a non null non terminal reference already setrelated
493.0,4932,1.0,0.0,0.0,1.0,1.0,flowablegenerate and observablegenerate lacked the safeguards that were present in x this adds those and adds extra state cleanuprelated
4902.0,4943,1.0,0.0,0.0,1.0,1.0,i was working on converting the monte carlo pi benchmark to rxjava and it turned out i forgot to replenish the internal queue of publish function in case the upstream was not sync fuseablethis pr fixes the replenishment problem for non fused and async fused sources by requesting after consumptionin addition if an inner subscriber cancelled while it was at request the other inner subscribers might not have resumed drainingive also two unit tests with wrong timeout unit of measure that randomly failed the tests on a slow machine or travis
4961.0,4962,1.0,0.0,0.0,1.0,1.0,this pr fixes the double termination of singletakeuntil publisher when the other fires an item and then completes while ignoring the cancellation in between trying to signal a cancellationexception again which is routed to the rxjavapluginsonerror and crashing on androidin addition the maybetakeuntil received a unit test verifying this doesnt also happen to itrelated
4993.0,5002,1.0,0.0,1.0,1.0,1.0,this is a pretty vanilla copy from rxjava s implementation note that i had to tune newthread scheduler to not be a singleton to support thiswe had talked about borrowing from project reactors apis for different overloads let me know if you think we should add more fine grained controls through these
5004.0,5005,1.0,0.0,1.0,1.0,1.0,this pr makes the disposable returned by the executorschedulerscheduledirect report isdisposed true if the task has actually finished which should now be consistent with the worker behavior of other schedulersreported in
5024.0,5027,1.0,0.0,1.0,1.0,1.0,this adds a dedicated implementation for zipping single s adapted from maybezipx routing the original zip through flowable added the usually unwanted behavior of cancelling the sources if one of them reports a completion after a row has been consumed from all when converted to flowable singleobserveronsuccess becomes subscriberonnext oncomplete since there is only onsuccess and onerror in single there is no need to dispose the sources once all signalled their only onsuccess related
5045.0,5049,1.0,0.0,1.0,1.0,1.0,adding bound wildcards for error handler
5053.0,5054,1.0,0.0,0.0,1.0,1.0,as explained in simplequeue might return nullto document this behavior a nullable annotation has been added
5045.0,5058,1.0,0.0,1.0,1.0,1.0,i widened the bounds for the functions looks good for merelated to
5060.0,5064,1.0,0.0,1.0,1.0,1.0,this pr fixes both flowablereplay and observablereplay throwing a nullpointerexception if the connection is disconnect before the upstream calls onsubscribe on the connection being established in practice this requires an async cancellation to happen through refcount unsubscribeon for example the validation tests simulate this by not calling onsubscribe until the synchronous connect disconnect happensreported in
4253.0,5086,1.0,0.0,0.0,1.0,1.0,looks like create wont go away unless we get the ide mark it someway such as being deprecatedthis pr deprecates create and adds unsafecreate for internal use and deprecate renames fromemitter to create action backpressuremode there was an earlier attempt at deprecating create but it was not followed up this pr executes what i suggested in one of the comments https githubcom reactivex rxjava pull issuecomment
