prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,DataStructure,i18n,DevOps,Logic,Microservices,Test,Search,IO,UI,Parser,Security,App,corpus
3710,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1, dublin core 938 : only supporting [dublin core]( jabref namespace for xmp xmlns:bibtex removed some unused methods in gui/importer/entryfrompdfcreatorjava (discussed with @koppor and @stefan-kolb)deleted tests for xmputil (new ones are in progress)   -->-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) this pull request is ready for the final review and for merging into master :) || for my general understanding and my newbie state:``` public static void writexmp(path path            collection<bibentry> bibtexentries bibdatabase database            boolean writepdfinfo xmppreferences xmppreferences) throws ioexception transformerexception {        collection<bibentry> resolvedentries        if (database  null) {            resolvedentries  bibtexentries        } else {            resolvedentries  databaseresolveforstrings(bibtexentries false)        }        try (pddocument document  pddocumentload(pathtofile())) {            if (documentisencrypted()) {                throw new encryptedpdfsnotsupportedexception()            }            if (writepdfinfo && (resolvedentriessize()  1)) {                // 1                xmputilwriterwritedocumentinformation(document resolvedentries                        iterator()                        next() null xmppreferences)                xmputilwriterwritedublincore(document resolvedentries null xmppreferences)            }            pddocumentcatalog catalog  documentgetdocumentcatalog()            pdmetadata metaraw  cataloggetmetadata()````for me it makes no sense to write more than one bibentry to the metadata of a pdf file  currently the implementation in xmputilwriter is also limited to a single element but implemented as a list (see line 260 and 110)can i drop the list?@siedlerchr @koppor @tobiasdiez  || i have no real idea concerning your question about the list i would say you could safely remove it but im not sure what happens if multiple entries have the same file linked and write their metadata into it (eg the pdf is a book and i have a bunch of `bookchapters` as separate entries)? || xmputilwriter line 147148before new metadata is written to the pdf all dublincoreschemas are removed so i think that there is currently no option to write more than one metaschemain your case i would assume that the last written data is visible (others lost) || well does the dublin core schema specify multiple entries?  || specifications are available at  the abstract model is there:  case i interpret that correctly one record contains one description which may contain multiple record setsthis is the edge case where one wants to write xmp to a proceedingsexample:- one chapter:  full proceedings:  || i considered all comments to the source code and refactored my code the last commit alters the behavior of the xmp import:the previous implementation only imports the first entry and drops the others the current implementation imports all metadata entries my thoughts are as follows: it is easier to import additional entries and delete not needed ones compared to importing single entries by hand if the needed entry is not the first one  ||
3718,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,add cleanup operation for replacing ligatures 3613i have used the mapping listed here:  note that german users might be surprised by how this replaces the letter `ß`-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) ok ive taken out the conversion of ß and documented this in the code if there are no other characters that we want to exclude then this pr should be good to go ||
3734,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,add parser for german months (#3536) changed the month parse that it can also parse german months now this should solve issue #3536have i missed something?(for pe1718: name: johannes preßmar)-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) please merge jabrefs branch `master` (should be available at `upstream/master`) to resolve conflicts in changelogmd || the tests are still failing from looking at the code i think that "mär" is not parsed correctly could you please investigate this?once all tests are passing on travis i think we can merge this || ill merge into `wip` finish the pr and merge it into `master` || i  the issues at  the java files had the wrong encoding (utf8 was not used)2 the implementation for "mär" and "märz" was missing || 
3751,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,add the menubar to the titlebar in macos 3146![titlebar](https://user-imagesentcom/1254003/36424759-bf93ba9e-1644-11e8-828d-0d46d64dc343png) note that the screenshot shows "java" on the top left because i run from intellij if you install jabref from a dmg it should show "jabref" || nice!  || 
3766,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,update architecture tests to catch static imports fixes a part of #2617updates the architecture tests to junit5 and also catches violations in static imports now i tested this by adding a static import and checking that the build breaks it does but of course i had to remove the cause again-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)  
3767,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,extend toolbar with more icons and add tool tips i know this is a controversial topic in the maintable-beta right now but to get the discussion going a little more and taking inspiration from #3678 i took the liberty to extend the toolbar with more buttons herethis is really not meant as a final say it just moves the code in place for some buttons that seem of some value for me they can be removed again resorted and the layout is probably also not perfectheres a screenshot:![toolbar](  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) for the mysql fans i really need the two buttons for the shared database if a connection to a mysql is established in the current database 😇  (not for postgresql and oracle database) || @koppor: i find two actions in the code: `standardactionsconnect_to_shared_db` and `standardactionspull_changes_from_shared_db`so if a connection to mysql database is established you want both of these buttons to show and otherwise just the pull/push button? || oh only the second :) - that is needed for mysql (only)the former one is not needed at all currently no clue what it is useful for || decision in devcall:- separate social network buttons from the rest- add tracking for user actions and evaluate in the future which buttons should be displayed || @lenhard an fyi from me and please dont feel pressured: you might have seen that i want to make a consistent layout for all panels toolbars etc ([issue here]( im going to wait with this until your pr here is pushed then i will merge the maintable-beta again into my local branch and incorporate all changes i really would like to have more icons on the toolbar to get a better feeling for the look || i grabbed the template from the material design icons and started to convert some of the icons we dont have in this style as an example emacs texstudio and vim ![emacs]( ![texstudio]( ![vim]( it be of interest if i pursue this further? if yes does someone know if we can include them as a vector font so that we have those icons scalable to whatever resolution we need? im worrying about retina displays or other 4k devices where 32x32 let alone 16x16 icons look not good || @halirutan i would suggest you contribute that upstream read more at  are also the [academic icons]( however there is none for tools but some for dois pubmed || @koppor i might be wrong but the readme there reads in its final paragraph:> please note that at this time the only brand icons we accept requests for are popular social media sites/apps and widely used products/software thanks for understandingin fact i have searched for vim and emacs on the site first and was stunned that such widely used apps cannot be found it doesnt matter i have successfully searched for a way to create our own ttf font for the icons in this way we can stay consistent with our design and we can adjust the icons as we like || @halirutan i would agree that emacs and vim are widely used in case there is no pr yet why not creating a pr? i have to admit that other software is not that popularmaybe we should start another font project? maybe we fit into the [academic icons]( at least i would try 😇 thus also the latex users would benefit from your work:  || why not forking academic icons and proposing our latex-related to them?//edit:: regading vim and emacs you might find them here: they also provide a font patcher || i think there is no real need to use a font-based icon svg images can be included more easily in javafx than font-based icons like this: only exception is if the font can be accessedfontawesomefx](  || @tobiasdiez i havent looked at this to be honest what about scaling? for some icons we set the size by giving the font-size like in the `entryeditorcss````tool-bar glyph-icon {    -glyph-size: 18px    -fx-font-size: 2em}```can we achieve consistent sizes when we use partly svg icons? i mean i see that we used `px` here but will this be the same when not used as a font? || good point the file-based icons are shown using  does provide some scale mechanisms but these are probably not accessible via css in general i agree that a font-based solution is desirable my comment should just serve as a warning that it might be not so easy to include an arbitrary font as icon sources and it may be easier to include the svg directly || hi all thanks for the comments i am currently in the process of relocating myself and my family to another country as you can imagine i dont have any free time on my hands so please dont expect action here soon if this blocks progress somewhere else i have no problem if someone else takes over and rounds this off || of course no problem @lenhard since the only thing missing in this pr is the additional push to shared icon i merge now im looking forward to see more prs incoming as soon as your pc is relocated -) ||
3800,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,change open last edited dialgo to javafx 3799 @halirutan  have a look if this works for you        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)  
3820,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3796: pretend that we have every translation for every key 3796-  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) i think you should base that on master so that we can see it working and then we can cherry pick the commit into maintable-beta || cherry-picked in master ||
3821,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,fix copy linked files dialog showing npe when no linked files         ( (      because github does not support autolinking there -->3818 (ignore the branch name i  thought it was a different error)the part in the copytask should also be copied to the maintable beta branch the rest is already there-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) travis fails for some timeout reason not related ||
3824,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,provides download option in context menu and 3614         ( (      because github does not support autolinking there -->inspired by the discussion in #3818 i added a "download file" option in the context menu of a linked file (if it is an online link) moreover the bug #3614 is this pr was brought to you with the support of coffee from the jabref cup!-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) if you fix checkstyle we can merge || i generated a [structure-diff]( below from pulling ```19945df``` **on jabref:downloadlinks**  into ```988fb54``` on **jabref:master**![structure diff]( ||
3824,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,provides download option in context menu and 3614         ( (      because github does not support autolinking there -->inspired by the discussion in #3818 i added a "download file" option in the context menu of a linked file (if it is an online link) moreover the bug #3614 is this pr was brought to you with the support of coffee from the jabref cup!-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) if you fix checkstyle we can merge || i generated a [structure-diff]( below from pulling ```19945df``` **on jabref:downloadlinks**  into ```988fb54``` on **jabref:master**![structure diff]( ||
3826,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,show dialog when copy files did not found file follow up from #3818 3818         ( (      because github does not support autolinking there -->(  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)  
3865,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,do no longer log invalidfieldvalueexceptions during autosave 3811invalidfieldvalueexceptions are no longer printed into the log when they occur during autosave fields in the entry editor still have the warning sign next to themthe normal save operation (ctrl+s) still triggers a warning dialog saying that the file could not be saved-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)  
3871,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,switch colors of search icon for the two search modes 3870-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) grammar-based search is the advanced search so the magnifier should be cyan when following search string is active:    authorkolb and authorkopptaking examples from the documentation ( of these are advanced but they are not recognized as such:    title|keywords  "image processing"    (author  miller or title|keywords  "image processing") and not author  brownfollowing is normal mode:    progress “marine aquaculture”progress “marine aquaculture”this is now with cyan this is wrongfollowing is normal mode:    progresscorrectly <s>recognized</s> displayed as normal mode with this patch || if so the whole detection is wrong?! || only the beginning of the detection is somehow wrong for complex terms it is right but for single words it is wrong see the examples above maybe we changed something when going from jabref 36 to 37 || or maybe the detection never was entirely correct if i have a lot of time on my hands i might have a look at the detection algorithm otherwise we can close this pr and / or remove the coloring of the the search icon again after all what is the point of changing its color if the circumstances are incorrect? || @lenhard if you indeed have time to look at the search algorithm please replace it completely -)  || it worked in 36 and no one noticed that it broke at 37 so the point isto keep the idea and to fix it the idea in other words: make users awareof the feature and that the search might not work if the grammar basedsearch was intended but not matched (typo in query)am 22032018 19:53 schrieb "jörg lenhard" <notifications@githubcom>:or maybe the detection never was entirely correct if i have a lot of timeon my hands i might have a look at the detection algorithm otherwise wecan close this pr and / or remove the coloring of the the search iconagain after all what is the point of changing its color if thecircumstances are incorrect?—you are receiving this because you commentedreply to this email directly view it on github< or mutethe thread< || actually there should be tests for it then as this is not a ui feature but the detection is logic based || did we update the antlr stuff after v36? because the query "progress" actually is a valid grammar-based query that compiles with our antlr code thats the reason for the "wrong" coloring i have now added code that checks if a query consists only of word / whitespace characters and/or digits and uses a normal contains-based query for that thus grammar-based searches are only executed when special symbols are used although our grammar is more powerfull than that the terms mentioned by @koppor above are now colored as expected @koppor: i hope this limitation is what is wanted please do some testing to see if this matches your expectations || in general good minor issues - not sure whether they should be  separately`j` - ok:( - not ok:![grafik]( issue:when i clear the field using ctrl+a and then delete (after an advanced search) the marker is still advanced:![grafik]( lgtm :) || thanks for the comments @koppor i fixed all the glitches you described and this pr should now be ready || 
3887,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,improvements around external file types         ( (      because github does not support autolinking there -->i tried to implement #3885 but changes of the file type in the linked file editor are not saved for some reason ill investigate this again after  is mergedthus only some relative minor code improvements / fixes:- refactor external file type classes and extract a common `externalfiletype` interface- extract all built-in file types to separate enum (implementing `externalfiletype`)- fix display of external file type editor dialog (which is not shown in the current maintable-beta version)-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) since this pr is now ready for review over a month ill merge it despite not having any feedback so far ||
3909,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,add required mock to linkedfileviewmodeltest while working on #3704 test were failing in other settings this is a quick fix to get the tests running i think for this build its okay in maintable-beta we already have it refactored  || @siedlerchr i hope there wont be conflicts for the maintable-beta branch then 😇  ||
3927,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,prevent accidentaly deleting a second file when pressing del key 3926 the key listener was triggered twice (on pressed + released) resulting in the selection of the second file        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) as this is not even a one-liner and i tested the changes i merged them directly in ||
3931,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3929 correct fetcher messages 3929 @siedlerchr we do?! ||
3944,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1, replace all ieee urls with  #3930 ieee tests are broken but they were before needs to be  3930 you should add a changelog entry  || i need to work on the tests first before we can merge this! ||
3954,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,add button-icon for union/intersection in the groups side panel 3269fix display of state for union/intersection in preferencesas we currently unfortunately dont have icons for set intersection/union `set-center` and `set-all`    in the material design font i used the www and the twitter icon to demonstrate the purpose @halirutan  will then try to integrate the correoct  icons in jabref         ( (      because github does not support autolinking there -->(  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) @tobiasdiez  is this now okay? then you could merge it with co-authors  || @tobiasdiez   the issues you m entionend  || i fixed the remaining issues and i am going to merge this one now ||
3965,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0, url column this 3860 url column now shows url or doi correctly and opens on click-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) hi @florian-beetz since you have been involved in the maintable migrations do you want to join tomorrows devcall at 11 am? drop me a note by mail (linus@lynyusde) cheers linus || okay merging this in order to move on i have created another issue to track the tooltips  @florian-beetz wants to continue with that as the next pr? ( ||
3967,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,fix ebookde refs #3854unfortunately not a very clean fix but it is fine againusing the normal inputstream does not return anything probably as it is detected as automated crawler?the interface with inputstream is just not really fitting here the isbn fetcher tries ebookde first and if no result is found it switches to the chimbori/amazon fetcher is this still valid? || yes ||
3968,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,fix ieee fetcher by enabling cookie support 3966 apparently when in vpn network of university ieee fulltext fetcher needs cookie support enabled        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)  
3970,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,fixieee 3966  followup from my previous prnow document links  in the format ` are supported tooand i also tested the paper linked in the issue from university network that works fine too         ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)  
3979,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1, add text file export for "find unlinked files" this is to add the feature which allows exporting of the list of files found in "find unlinked files" to a text filecloses issue #3341im not sure if it is exactly what you are looking for but i thought i would give it a shot hopefully you will be kind though i welcome constructive feedback of course im not sure it really even needs the progress bar for the exporting because it is so fast but i left it in for now since the importing has one one change i didnt make is changing the list of files to path type from file type i left a note about that above let me know what you think || @jssander  please pull before you continue to work on it i merged master to fix conflicts due to our release today || how do i pull correctly? in idea when i go to pull i think im pulling from my forked master || i made some changes but there is a conflict now in the changelog im not sure how to resolve it || @jssander just keep both lines i did it for you using the github web ui just pull and you are fine at your side too || great! thank you so much ||
3983,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,fix ieee preview does not display month  3239]( on [maintable-beta]( branchon month change from combobox on optionalfieldstab month was not appear on ieee stylethe issue get         ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) please have a look at the travis output regarding the checkstyle there is still some error  || thank you its nice to work with all of you i learn a lot ||
