issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,DataStructure,i18n,DevOps,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,BigData,App,GIS,corpus
268,270,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,issue added support for generic arrays as return types solves by explicitly checking for return types that represent a generic array and by resolving for the arrays component type
243,280,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,reintroduce null check on mockutilismock will null check on mockutilismock was incorrectly removed after successive refactoring this pr reintroduces null check
124,287,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,implement verificationcollector which can collect multiple verifications it will report in the end the result of multiple statements
245,293,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,remove validateserializable remove serializable validation
365,373,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,simplify the invocationonmock api to get a casted argument this pull request by introducing t getargument int and deprecating t getargumentat intclass in type invocationonmock this improves the readabilty of custom answers this string text invocationgetargumentat stringclass can be replaced string text invocationgetargument
374,386,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,remove deprecated code fixes for more left though
374,404,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,removed deprecated classes and methods removed deprecated classes and methods thanks for this pr and for fixing the formatting could you also squash all commits to a single one for better versioning raphw i the line ending issue is it okay to squash the commits once the review of all commits is fine the removal of some deprecated classes and methods was more than simply removing it eg mockitojunitrule if my implementation is not okay it can easily be reverted raphw do you know why the check codecov changes fail christianschwarz fixing issue and will report back shortly christianschwarz can you submit an empty commit for another rebuild i believe this issue was fixed within the last days thank you i do not currently have good internet access vacation please repush forced and see if it worksthanksfor the effort this will be merged eventually raphw and stevepeak thanks for your support raphw szczepiq bric sorry for stressing you the people want mockito & lambda please comment and or merge this pr its a little step in the right direction ping lgtm thanks for doing the chore work
407,412,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,vararg method call on mock object fails andreyrmg can you add your test too oh yes of course im sorry but only tomorrow added test for adding unit testscan you also add your defaultanswerdemo test case to the usage tests package orgmockitousagestubbing name proposal stubbingwithdelegatevarargstest sorry for delay i added usage test case and squash commits into oneand there is need to extend from testbase for calling help method orgmockitoutiltestbaseinvocationof javalangclass javalangstring javalangobject lgtm thanks for figuring this one out and adding an extensive test suite luckily an easy fix
20,424,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,inorder timeouts fixes issue updated code provided by in pr closes could you please add tests to make sure the code is correctly behavingalso you have some unrelated changes mostly imports reordering please remove those as well i should have some time to work on the code changes this weekend timvdlippe there was already a test there i just removed the ignore tag ill add one for the exception throwing behavior as well i also removed the import reordering my ide was trying to be super helpful jazzepi sounds great the codecov status has to pass before this can be merged after the current feedback has been processed i will take another look but i think so far it is looking good jazzepi could you rebase this pr and commit your changes i would like to merge this sooner rather than later timvdlippe i think it should all be in working ordering now ive been doing git force pushes to my branch no idea if thats the accepted style but github seems to be figuring out what im doing i just wish it were layering patchsets on like gerrit does christianschwarz i really puzzled over what you were looking for and could not understand how i could improve the code in the way youre describing id prefer this changeset get merged and then make whatever style changes you wanted yourself lgtm
426,427,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,refactored class reporter to a static utillity for class reporter this pr changes the way errors are created and thrown all methods of the reporter are now static so they can be imported statically and return an exception instead of throwing it directly this improves the readability and eliminates the use of hacks to satisfiy the compilerhere is a sample public list getlastvarargs { if argumentsisempty { reporter noargumentvaluewascaptured return null } else { return argumentsgetlast }} the above code snipped can be rewritten to this public list getlastvarargs { if argumentsisempty { throw noargumentvaluewascaptured } return argumentsgetlast }
426,431,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,dropped class handyreturnvalues while refactoring the class handyreturnvalues towards a static utility class i notices that it is not required at all therefore i decided to remove the type handyreturnvalues lgtm but the formatting of quite some files is still incorrect some have a space too much others are indented too much please take a close look at the diff and make sure that formatting changes are reverted functionality is fine by me timvdlippe lgtm but the formatting of quite some files is still incorrecthopefully for now and ever
426,432,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,refactored invocationmarker to a static utility class refactored invocationmarker to a static utility class there are some imports remaining on the invocationmarker which i think can be removed other than that how to trigger a build without the commiting squashing forced push cycle that failing tests suck not much faster but the fastest way i know of to trigger building of pull request is git commit amendgit push f lgtm
304,442,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,enable some ignored tests of bridgemethodshitagaintest and detectingf… …inalmethodstestthis worked locally so lets see if this also works on the ci server thanks this has issue
438,444,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,add parameter elementtype to mock todo add a regression test to also show how this functionality can be used cc smoyer
433,451,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,refactored timeout and after concurrent test refactored concurrent test in order to the implementation now uses an executor to perform async calls instead of extending thread and doesnt extend testbase anymore i also added a stopwatch which can be used for further time dependent testing in the future i want to use this class to write more tests for after timeout can you rebase this to the latest removal of deprecated api seems like something went wrong with my rebase i will look tomorrow into it christianschwarz i think its preferable to rebase eg pull rebase upstream master a pull request instead of merging that hides unrelated commits and makes reviewing easier thanksedit just saw your comment above so please ignore this this lgtm but one small comment thank you again for your work okay i the formatting issues lgtm i guess it would have been better to use more lenient timeouts it really sucks that we only experience this flakiness on master and now when we are reviewing such pull requests i cant seem to recreate these timing issues locally either i can replicate the issues if i decrease the timeouts and run a timeout test in an endless looptravis builds have very limited cpu resources so so failures of multi threaded tests are more likely
453,454,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,modified javadoc for argumentmatcher to this is the amendment to the argumentmatcher javadoc
390,491,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,deprecate whitebox and corresponding verboserunner and junitfailureha… a quick google showed that there are almost zero usages of this runner moreover it was relying on a very hackish implementation i think we can do a better job by creating a new runner with junit as part of therefore the intent is to deprecate these classes and remove them in mockito by private methods rebased and updated pull request with feedback ptal indeed the timeout test is picky especially with openjdk i restarted the job times verbose runner and console spamming runner are now both deprecated lets kill them in
482,492,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,revert remove deprecated method simple git revert for an accidental removal of a deprecated api since instead of x
401,499,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,makes the junit runner detect unused stubs this is a breaking change because junit runner will now fail the test class if there is an unused stubbingfeedback is welcome sorry for working on it for a long time and big number of commits investigating the failure on travis works for me locally d i would rather not default to strict right away this will break a lot of user test suites which significantly increasing the upgrade process to mockito if we let developers know our intention is to makr the strict version default later they can slowly make the changes for each of their runners then we can change the default in mockito so developers had some time to adopt it this weekend late in the review game but nice feature
426,501,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,refactored testmethodsfinder to a static utility class
426,502,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,refactored argumentscomparator to a static utility class
426,503,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,refactored nongreedynumberofinvocationsinorderchecker to a static uti… …lity class
506,507,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,improved exception message fixes issue
194,510,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tweaks any matchers details is i took the opportunity to replace testbaseassertthat by more powerful assertj equivalent theres still some work to be done in this class add iterable matchersbefore merging i ponder to make anyobject not to accept null currently any is an alias of anyobject keeping the anyobjet behaviour and deprecate the method i need to update anyint family description
426,514,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,refactored mockutil to a static utility class
426,515,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,refactored allinvocationsfinder and verifiableinvocationsfinder to st… …atic utility classes pascalschumacher these classes have only one public method they can be merged into verificationfinder findverified findall what do you think christianschwarz sure
508,525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,add regression test for as mentioned in the bug report for adds a test which would catch this issue if it happened to regress in the future
194,528,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,missing generics info on collection matchers follow up on issue following this comment it tweaks the collection matchers with generic support it should have bee in abf
426,535,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,refactored supertypeslastsorter to a static utility class refactored supertypeslastsorter to a static utility classrelates to
426,540,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,inlined arrayutilsisempty in argumentsprocessor inlined arrayutilsisempty in argumentsprocessor and removed arrayutils cause it was only used in argumentprocessoralso isempty was renamed to isnullorempty for clarityrelates to
426,547,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,refactored objectmethodsguru to a static utility class refactored objectmethodsguru to a static utility class removed unused methods and associated tests istostring mockitomethod method isequalsmethod method method ishashcodemethod method method renamed istostring to istostringmethod relates to
538,550,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,changed error message in case initialization for mock injection fails if a filed is annotated with injectmocks and the type of a field is an enum inner class interface or local class the error message is now _mock injection failed on field fieldname cause the type abstractcollection is an abstract class_ openjdk build failed the others gone clearwow the native world exploded test buffer overflow detected usr lib jvm java openjdk amd bin java terminated backtrace lib x _ linux gnu libcso __fortify_fail x x fa e lib x _ linux gnu libcso x d x fa d usr lib jvm java openjdk amd jre lib amd libnetso java_java_net_inet addressimpl_getlocalhostname x a x fa c d x fa d b this seem to be an issue with travis itself from their thread the workaround in the travisyml doesnt work anymorecc raphw ha theres been a change a few days ago should use the hosts addon ymladdons hosts myshorthost hostname myshorthost aside from the help removal that i dont want removed the code christianschwarz you can rebase on master i may have pushed a working fix for the buffer overflow issue in bric aside from the help removal that i dont want removed the code looks goodthanks for reviewing if you dont mind i would like to have a short discussion on the error message inorder to help devs to fix the issue full error message cannot instantiate injectmocks field named configurationmanageryou havent provided the instance at field declaration so i tried to construct the instancehowever i failed because the type configurationmanager is an interfaceexamples of correct usage of injectmocks injectmocks service service new service injectmocks service service also dont forget about mockitoannotationsinitmocks and dont forget about some mocks for injection line cannot instantiate injectmocks field named fieldname okay that line was replaced with something like injectmocks failed on field f cause the type innerclass is an inner non static class so far so good line you havent provided the instance at field declaration so i tried to construct the instance i would like to remove that line the dev added injectmocks in order to construct an instance do we really need to tell him what he did line however i failed because detailsgetmessage can be removed it is now included in the first line line examples of correct usage of injectmocks hmmm i have no idea how a dev can learn from the provided examples the field declaration is not wrong in this case but the provided filed type that is hard impossible to express in an example if you have an idea i will add it line injectmocks service service new service ouch that hurts i didnt know that it works what do users expect to happen in this case big question imho mockito should fail here indicating that either injectmocks should be removed cause it have no effect or indicating that the field must be initialised with null leaved blank or is it over written after mockito set the field line injectmocks service service same as for line line also dont forget about mockitoannotationsinitmocks this line can be removed the user or rule runner didnt forget to call initmocks other wise he wont see this error message line and dont forget about some mocks for injection that is confusing we dont need mocked fields if the class has an no arg constructor
384,555,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,junit rules report unused stubs makes junit rules detect unused stubs introduces mockitolistener api see the use case in issue recreated pr with squashed commits lets merge this today this pr is a squash of plus some code changes per code review feedback i addressed code feedback subjectively and selectively
527,555,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,junit rules report unused stubs makes junit rules detect unused stubs introduces mockitolistener api see the use case in issue recreated pr with squashed commits lets merge this today this pr is a squash of plus some code changes per code review feedback i addressed code feedback subjectively and selectively
554,560,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,checkschecknotnull now throws iae instead of npe changes npe to iae see lgtm you can merge when travis passes
332,568,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ensured that mockitojunitrunner is thread safe wrt unused stubs detection this pr concludes yayhighlights the thread safety problem by leveraging the same api that junit rules used for hinting at unused stubs removed stubbinglistener api it could not work to the thread safety levels we support in mockito see also closes if no other feedback if youre happy with change merge yourself
401,568,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ensured that mockitojunitrunner is thread safe wrt unused stubs detection this pr concludes yayhighlights the thread safety problem by leveraging the same api that junit rules used for hinting at unused stubs removed stubbinglistener api it could not work to the thread safety levels we support in mockito see also closes if no other feedback if youre happy with change merge yourself
541,569,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,improved the public api of mockingdetails highlights started exposing full mock creation information instead of just type to mock and extra interfaces changed public api but only for methods that were introduced in x so it is _not_ backwards incompatible change as far as is concerned if no other feedback if youre happy with change merge yourself i needed to merge because it was blocking me i can address bric comment later if such is the decision szczepiq nope your feedback works for me as well
552,592,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,stylesheet tweaks for openjdk aimed to fix the javadoc rendering but the assumption was that the javadoc tool of the sun jdk will render javadoc the same way as openjdk unfortunately this is not the same the javadoc rendering of openjdk is a pre work that avoid the use of table elements this making the stylesheet incompatiblethis pr aims to fix that and thus bonus i changed the and in the javadoc this way we have aligned version numbers
497,615,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,returns_deep_stubs may try to mock final classes with deep stubs it was possible for generic metadata to be lost unusedthrough nested invocations on non generic types this could cause returns_deep_stubs to try mocking final classes which would result in a classcastexception apparently my other pr wasnt quite enough to fully fix this problem edited by mockito team
338,617,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,moves arity interfaces of java helper answers to public api the java helper interfaces have been introduced in however the public additionalanswersanswer family leak the functional interfacesthese _parameter arity_ interfaces can be public hence they are moved next to answer in the orgmockitostubbing packageim however in favor of adding the incubating annotation on those apis and related objects thoughts some very small doc comments lgtm also with the incubating
548,619,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,from now on verification happens always call in other thre… should fix problems with and i am going to restart this build a couple of times to test the robustness it could take a while hopefully we have loopsin the meantime try this gist got a failed travis job the culprit seems to be orgmockitousageverificationverificationafterdelaytest shouldverifynormallywithspecifictimes i have not touched verificationafterdelaytest in this pr yes i know was merely stating that the travis failure we experienced was a different test nonetheless i think it is best if we aggregrate all test fixes in a pr to study the robustness would you be willing to do so yup another commit with verificationafterdelaytest changes take a look great thanks will be restarting these changes a couple of times too really nice to have deterministic results now im ok with the change even if the fact that the proposed test implementation is not completely deterministic its definitely an nifty improvement plus the test code is elegant lukasz szewc also after adding the timeunit parameter to delayedexection could rebase your commits added one missing line is not really the most expressive message i like the idea of starting the threads and await there readiness this might solve the timing issues an other option is to write an simplified scheduledexecutorservice with the same behavior as the delayedexecution of this pr this way the test can remain untouched and we have still the possibiliy run tasks with individual delay as required by one test added timeunit to constructor reworked one of test in verificationwithtimeouttest mentioned above rebased and pushed with forcetake a look
601,619,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,from now on verification happens always call in other thre… should fix problems with and i am going to restart this build a couple of times to test the robustness it could take a while hopefully we have loopsin the meantime try this gist got a failed travis job the culprit seems to be orgmockitousageverificationverificationafterdelaytest shouldverifynormallywithspecifictimes i have not touched verificationafterdelaytest in this pr yes i know was merely stating that the travis failure we experienced was a different test nonetheless i think it is best if we aggregrate all test fixes in a pr to study the robustness would you be willing to do so yup another commit with verificationafterdelaytest changes take a look great thanks will be restarting these changes a couple of times too really nice to have deterministic results now im ok with the change even if the fact that the proposed test implementation is not completely deterministic its definitely an nifty improvement plus the test code is elegant lukasz szewc also after adding the timeunit parameter to delayedexection could rebase your commits added one missing line is not really the most expressive message i like the idea of starting the threads and await there readiness this might solve the timing issues an other option is to write an simplified scheduledexecutorservice with the same behavior as the delayedexecution of this pr this way the test can remain untouched and we have still the possibiliy run tasks with individual delay as required by one test added timeunit to constructor reworked one of test in verificationwithtimeouttest mentioned above rebased and pushed with forcetake a look
596,623,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,updated the javadocs polishing the javadocs starting with this small pr issue updated since to instead added more docs around the verification collector
439,635,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,unified logic of argument matching and capturing the logic of argument matching and capturing is the same but can be found in argumentscomparator and invocationmatcher this pr unifies the decision logic how matchers are applied to argument varargs by introducing a matcherapplicationstrategy this strategy can apply an action to an pair of argumentmatcher and argument one action is used to perform the argumentmatchermatches arg call and an other is used to perfrom the capturing argumentcaptor and argumentmatchers can now be mixed in varargs fixes no more npe when null is passed to an varargs added regression tests in varargstest are ignored cause they belong to other issues and fail currently reduced logic duplication the pr bric some adjustments can be made eg getargumenttype can be simplified to read the type arg on the class rather than looking at the method the mechanic remained unchanged in this rp i introduced it with at first i tried to retrieve the type argument from the class but this turned out to be more complex eg when the type argument is bound in an upper class or interface or additional type arguments were introduced on a matcher classanyway if you have an idea how to improve or simplify it let me now other improvements can be made later sounds good can you open a new ticket so i can take look mockito core can be closed now other improvements can be made later sounds good can you open a new ticket so i can take lookat the moment this works quite well so no hurry especially given your above remark on mockito on master atm we could change the interface to allow reporting the type handled by the matcher and maybe use default method for that christianschwarz i have seen an interesting problem with varargstest fail on master which is jdk only while the same test passes on release x which is compiled and run against jdk im not sure why at the moment this behavior is different plus my dev laptop is being for a few days so im limited in my debug right nowthis happened after a merge of release x to master df af b e cd bf c db ecafe i noticed that verify mock varargs isnull is compiled to invoke imethodsvarargs string string im not sure other jdks behave compile differently though one of the failing test can be fixed by adding the cast statement test public void shouldmatchvarargs_nullarrayarg { object argarray null mockvarargs argarray verify mock varargs object isnull otherwise it is linked against string } could it be that something went wrong with the merge regarding this pr christianschwarz actually the investigation continue see
583,635,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,unified logic of argument matching and capturing the logic of argument matching and capturing is the same but can be found in argumentscomparator and invocationmatcher this pr unifies the decision logic how matchers are applied to argument varargs by introducing a matcherapplicationstrategy this strategy can apply an action to an pair of argumentmatcher and argument one action is used to perform the argumentmatchermatches arg call and an other is used to perfrom the capturing argumentcaptor and argumentmatchers can now be mixed in varargs fixes no more npe when null is passed to an varargs added regression tests in varargstest are ignored cause they belong to other issues and fail currently reduced logic duplication the pr bric some adjustments can be made eg getargumenttype can be simplified to read the type arg on the class rather than looking at the method the mechanic remained unchanged in this rp i introduced it with at first i tried to retrieve the type argument from the class but this turned out to be more complex eg when the type argument is bound in an upper class or interface or additional type arguments were introduced on a matcher classanyway if you have an idea how to improve or simplify it let me now other improvements can be made later sounds good can you open a new ticket so i can take look mockito core can be closed now other improvements can be made later sounds good can you open a new ticket so i can take lookat the moment this works quite well so no hurry especially given your above remark on mockito on master atm we could change the interface to allow reporting the type handled by the matcher and maybe use default method for that christianschwarz i have seen an interesting problem with varargstest fail on master which is jdk only while the same test passes on release x which is compiled and run against jdk im not sure why at the moment this behavior is different plus my dev laptop is being for a few days so im limited in my debug right nowthis happened after a merge of release x to master df af b e cd bf c db ecafe i noticed that verify mock varargs isnull is compiled to invoke imethodsvarargs string string im not sure other jdks behave compile differently though one of the failing test can be fixed by adding the cast statement test public void shouldmatchvarargs_nullarrayarg { object argarray null mockvarargs argarray verify mock varargs object isnull otherwise it is linked against string } could it be that something went wrong with the merge regarding this pr christianschwarz actually the investigation continue see
520,639,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,update travis configuration to also build on oraclejdk lets see if this actually works testing for theres a new build also shall we update jacoco snapshot theres a new buildi would rather wait for the official release and upgrade to that ok fair enough shalli merge this one yes
