prNumber,Util,Network,DB,Interpreter,i18n,Logic,Test,IO,UI,Security,App,corpus
3455,1,0,0,0,0,1,1,1,0,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> fixed some linksthe comparisons to the android hash* classes havent been accurate since at least cl 81367572 so ive removed them entirelyfixes #33981dc514b56a0fa213baa242acf9e58163638abef8-------<p> migrate from assertthat(foo)named("foo") to assertwithmessage("foo")that(foo)(the exact change is slightly different in some cases like when using custom subjects or check() but its always a migration from named() to [assert]withmessage())named() is being removedthis cl may slightly modify the failure messages produced but all the old information will still be presente70a2f9e53583c1c508a0f7b16bdcad8c3f2f740-------<p> migrate from is(not)sameas to is(not)sameinstanceasthey behave identically and the old names are being removedopen-source note: the new methods are available in truth as of version 044c19256717b493127a355fabf1eeb827fd0c64973-------<p> a few more doc tweaks caught by @jbduncan in f2591b5c2a414084c20aeb4b74fb85eab5cf0a787d76234939-------<p> remove checkedfuture from guavarelnotesremoved deprecated `checkedfuture` and related utilitiescae1b9190e4bad3b6c01afbb08d9b0a366813c99-------<p> migrate from assertthat(foo)named("foo") to assertwithmessage("foo")that(foo)(the exact change is slightly different in some cases like when using custom subjects or check() but its always a migration from named() to [assert]withmessage())named() is being removedthis cl may slightly modify the failure messages produced but all the old information will still be present1f5c4780e522c32f9412e29cd2880124c81275e7 so theres good news and bad news:thumbsup: the good news is that everyone that needs to sign a cla (the pull request submitter and all commit authors) have done so  everything is all good there:confused: the bad news is that it appears that one or more commits were authored or co-authored by someone other than the pull request submitter  we need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that here in the pull request*note to project maintainer: this is a terminal state meaning the `cla/google` commit status will not change from this state its up to you to confirm consent of all the commit author(s) set the `cla` label to `yes` (if enabled on your project) and then merge this pull request when appropriate*ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3455) for more info**<!-- need_author_consent --> || a googler has manually verified that the clas look good(googler please make sure the reason for overriding the cla status is clearly documented in these comments)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3455) for more info**<!-- cla_yes --> ||
3455,1,0,0,0,1,0,1,0,0,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> fixed some linksthe comparisons to the android hash* classes havent been accurate since at least cl 81367572 so ive removed them entirelyfixes #33981dc514b56a0fa213baa242acf9e58163638abef8-------<p> migrate from assertthat(foo)named("foo") to assertwithmessage("foo")that(foo)(the exact change is slightly different in some cases like when using custom subjects or check() but its always a migration from named() to [assert]withmessage())named() is being removedthis cl may slightly modify the failure messages produced but all the old information will still be presente70a2f9e53583c1c508a0f7b16bdcad8c3f2f740-------<p> migrate from is(not)sameas to is(not)sameinstanceasthey behave identically and the old names are being removedopen-source note: the new methods are available in truth as of version 044c19256717b493127a355fabf1eeb827fd0c64973-------<p> a few more doc tweaks caught by @jbduncan in f2591b5c2a414084c20aeb4b74fb85eab5cf0a787d76234939-------<p> remove checkedfuture from guavarelnotesremoved deprecated `checkedfuture` and related utilitiescae1b9190e4bad3b6c01afbb08d9b0a366813c99-------<p> migrate from assertthat(foo)named("foo") to assertwithmessage("foo")that(foo)(the exact change is slightly different in some cases like when using custom subjects or check() but its always a migration from named() to [assert]withmessage())named() is being removedthis cl may slightly modify the failure messages produced but all the old information will still be present1f5c4780e522c32f9412e29cd2880124c81275e7 so theres good news and bad news:thumbsup: the good news is that everyone that needs to sign a cla (the pull request submitter and all commit authors) have done so  everything is all good there:confused: the bad news is that it appears that one or more commits were authored or co-authored by someone other than the pull request submitter  we need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that here in the pull request*note to project maintainer: this is a terminal state meaning the `cla/google` commit status will not change from this state its up to you to confirm consent of all the commit author(s) set the `cla` label to `yes` (if enabled on your project) and then merge this pull request when appropriate*ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3455) for more info**<!-- need_author_consent --> || a googler has manually verified that the clas look good(googler please make sure the reason for overriding the cla status is clearly documented in these comments)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3455) for more info**<!-- cla_yes --> ||
3495,1,0,0,1,1,1,0,0,0,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> remove `@beta` from `setfuture`relnotesremoved `@beta` from `setfuture`2c717c0092ad5abbbe6a34d426e084623c651354-------<p> upgrade maven-gpg-plugin to 16fixes githubcom/google/guava/pull/3490c10a1647ffa968a96273d0961a6f9e0181a4fe70-------<p> clarify behavior of `immutablelist#copyof` for null argumentfixes #34856f655fb940809499719ba7679a425961e39a8feb-------<p> make the incidentedges() documentation a little bit more clearb0a05097900ab2decf17681d3dcd9154f225d91f-------<p> simplify implementation of graphsreachablenodes()b917492c31401a2e6092c8f3f6bc60040c1dcebe-------<p> make the adjacentnodes() documentation a little bit more clear7a5a43b66a4f0a22077918404fa95a165ede2811-------<p> delete deprecated callwithtimeout()fa13235f2c8edff9cd6c434f8a164250decf0249 so theres good news and bad news:thumbsup: the good news is that everyone that needs to sign a cla (the pull request submitter and all commit authors) have done so  everything is all good there:confused: the bad news is that it appears that one or more commits were authored or co-authored by someone other than the pull request submitter  we need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that here in the pull request*note to project maintainer: this is a terminal state meaning the `cla/google` commit status will not change from this state its up to you to confirm consent of all the commit author(s) set the `cla` label to `yes` (if enabled on your project) and then merge this pull request when appropriate*ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3495) for more info**<!-- need_author_consent --> || a googler has manually verified that the clas look good(googler please make sure the reason for overriding the cla status is clearly documented in these comments)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3495) for more info**<!-- cla_yes --> ||
3495,1,0,0,0,1,0,1,0,0,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> remove `@beta` from `setfuture`relnotesremoved `@beta` from `setfuture`2c717c0092ad5abbbe6a34d426e084623c651354-------<p> upgrade maven-gpg-plugin to 16fixes githubcom/google/guava/pull/3490c10a1647ffa968a96273d0961a6f9e0181a4fe70-------<p> clarify behavior of `immutablelist#copyof` for null argumentfixes #34856f655fb940809499719ba7679a425961e39a8feb-------<p> make the incidentedges() documentation a little bit more clearb0a05097900ab2decf17681d3dcd9154f225d91f-------<p> simplify implementation of graphsreachablenodes()b917492c31401a2e6092c8f3f6bc60040c1dcebe-------<p> make the adjacentnodes() documentation a little bit more clear7a5a43b66a4f0a22077918404fa95a165ede2811-------<p> delete deprecated callwithtimeout()fa13235f2c8edff9cd6c434f8a164250decf0249 so theres good news and bad news:thumbsup: the good news is that everyone that needs to sign a cla (the pull request submitter and all commit authors) have done so  everything is all good there:confused: the bad news is that it appears that one or more commits were authored or co-authored by someone other than the pull request submitter  we need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that here in the pull request*note to project maintainer: this is a terminal state meaning the `cla/google` commit status will not change from this state its up to you to confirm consent of all the commit author(s) set the `cla` label to `yes` (if enabled on your project) and then merge this pull request when appropriate*ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3495) for more info**<!-- need_author_consent --> || a googler has manually verified that the clas look good(googler please make sure the reason for overriding the cla status is clearly documented in these comments)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3495) for more info**<!-- cla_yes --> ||
3560,1,0,0,0,0,0,0,0,0,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> fix an issue where the inputstream returned by baseencodingdecodingstream(reader) could fail to throw decodingexception while decoding an invalid stringthis was caused by the default behavior of inputstreamread(byte[] int int) which swallows any ioexception thrown by any call to the single-byte read() method other than the first to fix it just override that method with an implementation that does not swallow any exceptionsfixes https://githubcom/google/guava/issues/35424e6478d4bec284f047a686b8a16dc2b32628639a-------<p> add more clarification on what "access" means in expireafteraccess()previous comment doesnt mention "containskey()"copied from https://githubcom/google/guava/wiki/cachesexplained#asmaprelnotescomment changef2bd7744e575393f065253c8f1bc2a512d452b63-------<p> document that hashbimapcontainsvalue() tends to run in faster-than-linear time (overriding the default documentation from abstractmapcontainsvalue())fixes #19737d57c233c9922ca9adbbef552b5f8f66bd7856f0-------<p> add note about {@code bytesourcewrap}s use of the given byte arrayfixes https://githubcom/google/guava/issues/26039276a79f6e9b012935b791a3e6d0b7f3d00b715b-------<p> fix https://githubcom/google/guava/issues/3156 by implementing a proper `collectspliteratorsflatmapto{intlongdouble}`also modify the existing `collectspliteratorsflatmap` to accept `null` from its `function` by treating it as an empty `stream` like `streamflatmap` does add tests for this behaviorto test that the new methods also accept `null` through both their `{intlongdouble}consumer` apis and their `consumer` apis add `of{intlongdouble}` methods to `spliteratortester` they test the given `spliteratorof{intlongdouble}` through both apis0763099e769963bd0d93f865a4e7c3a5b320085a-------<p> temporarily update public_suffix to include webappwithout this developers are not able to set up google oauth clients with urls in firebase hosting webapp domain41b8aeaeb71cab1a151d4359a409bfd54bb81262  
3560,1,0,0,0,1,0,1,0,0,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> fix an issue where the inputstream returned by baseencodingdecodingstream(reader) could fail to throw decodingexception while decoding an invalid stringthis was caused by the default behavior of inputstreamread(byte[] int int) which swallows any ioexception thrown by any call to the single-byte read() method other than the first to fix it just override that method with an implementation that does not swallow any exceptionsfixes https://githubcom/google/guava/issues/35424e6478d4bec284f047a686b8a16dc2b32628639a-------<p> add more clarification on what "access" means in expireafteraccess()previous comment doesnt mention "containskey()"copied from https://githubcom/google/guava/wiki/cachesexplained#asmaprelnotescomment changef2bd7744e575393f065253c8f1bc2a512d452b63-------<p> document that hashbimapcontainsvalue() tends to run in faster-than-linear time (overriding the default documentation from abstractmapcontainsvalue())fixes #19737d57c233c9922ca9adbbef552b5f8f66bd7856f0-------<p> add note about {@code bytesourcewrap}s use of the given byte arrayfixes https://githubcom/google/guava/issues/26039276a79f6e9b012935b791a3e6d0b7f3d00b715b-------<p> fix https://githubcom/google/guava/issues/3156 by implementing a proper `collectspliteratorsflatmapto{intlongdouble}`also modify the existing `collectspliteratorsflatmap` to accept `null` from its `function` by treating it as an empty `stream` like `streamflatmap` does add tests for this behaviorto test that the new methods also accept `null` through both their `{intlongdouble}consumer` apis and their `consumer` apis add `of{intlongdouble}` methods to `spliteratortester` they test the given `spliteratorof{intlongdouble}` through both apis0763099e769963bd0d93f865a4e7c3a5b320085a-------<p> temporarily update public_suffix to include webappwithout this developers are not able to set up google oauth clients with urls in firebase hosting webapp domain41b8aeaeb71cab1a151d4359a409bfd54bb81262  
3579,1,0,0,1,1,1,1,1,1,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> fix "bug" link that was actually a cl4c5e8a226a1c4a963d6041f7ee6aa32076fa2ac8-------<p> simplify while+break into do-whilefixes #357739aadb3531f7d73ed634780abe2679c9e42bcb17-------<p> release resources of whenallsucceed/whenallcomplete once input futures are completerelnotesfixes potential memory leak in futureswhenallsucceed/whenallcompletea840d5bec35b56a6a6e195477e35a1b0e92d3681-------<p> prepare for removing gwt-rpc support for guava types by adding a system property that disables itwhen the time comes well flip the default value and users who didnt see our earlier warnings can use a system property to restore support until they can stop serializing our types[]967010aa4d5ecf35fd3861913c3f17c10c4f6d40 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3579) for more info**<!-- need_author_consent --> || permission granted in #3579 || a googler has manually verified that the clas look good(googler please make sure the reason for overriding the cla status is clearly documented in these comments)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3579) for more info**<!-- cla_yes --> ||
3579,1,0,0,0,1,0,1,0,0,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> fix "bug" link that was actually a cl4c5e8a226a1c4a963d6041f7ee6aa32076fa2ac8-------<p> simplify while+break into do-whilefixes #357739aadb3531f7d73ed634780abe2679c9e42bcb17-------<p> release resources of whenallsucceed/whenallcomplete once input futures are completerelnotesfixes potential memory leak in futureswhenallsucceed/whenallcompletea840d5bec35b56a6a6e195477e35a1b0e92d3681-------<p> prepare for removing gwt-rpc support for guava types by adding a system property that disables itwhen the time comes well flip the default value and users who didnt see our earlier warnings can use a system property to restore support until they can stop serializing our types[]967010aa4d5ecf35fd3861913c3f17c10c4f6d40 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3579) for more info**<!-- need_author_consent --> || permission granted in #3579 || a googler has manually verified that the clas look good(googler please make sure the reason for overriding the cla status is clearly documented in these comments)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3579) for more info**<!-- cla_yes --> ||
3618,1,0,0,0,1,1,0,0,0,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> export new atomiclongmapbashertest to open-source repohttps://githubcom/google/guava/pull/3605#discussion_r324303026704c08989c9c2c21b4e2cb0ab285a7d84ee0fc3f-------<p> add @lazyinit and @retainedwith annotations to the lazily calculated "entries" field of immutablesetmultimapthis field is lazily evaluated by entries() without holding a lock but multiple concurrent calls to entries() will produce idempotent results at the cost of some performance996369d89362e0ec93f7dd6e9a6860aa08858c80-------<p> let listenablefuture implement thenable via a default interface method in j2clthis is a second attempt after problems in e0bac74571b81756c4acf767e3ad186b7473a4f8 were fixed44909d9d5fc5b394c710a6b8b0d6c3786c765af5-------<p> add test for behavior described in #19007329a66694d59bb22e2589eb9a2f620c98a881f9-------<p> undo test cl 9a50815df26be7416be0fac489e29feee7a3c220it produces a tiny diff between the commonbase and commoncollect copies of abstractiteratorc82f7916879a46539a1e53ac98dda90e9c5537b8-------<p> add splittersplittostream()6c984121f74d5cea97ac1ffabfe98938bc7c96c4-------<p> add comment explaining table and multiplier in charmatcherwhitespacefixes #16615430b140cae37b078fd4dda9b1a57a025664cfe1-------<p> rollback of adding splittersplittostream()*** reason for rollback ***my guess is that this change somehow upsets an allowed list ofone-definition violations3f49efe9f00a2ed9dd3bd1cde1d5d596833b7391-------<p> rollback of change to let listenablefuture implement thenable via a default interface method in j2cl38c9a029e6cc538bcc46b9ad23fe03a62739d433-------<p> clean up leftovers from mapmakermakecomputingmap:- remove makecomputingmap from the gwt emulation- deprecate computationexception0b93365c2440981c04a94f6e5596d3f723549ea3 i see `splittersplittostream()` was added and removed again are there plans to open-source it in the future? :slightly_smiling_face:  || > i see `splittersplittostream()` was added and removed again are there plans to open-source it in the future? :slightly_smiling_face: it is being reintroduced in #3623 nice :) ||
3618,1,0,0,0,1,0,1,0,0,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> export new atomiclongmapbashertest to open-source repohttps://githubcom/google/guava/pull/3605#discussion_r324303026704c08989c9c2c21b4e2cb0ab285a7d84ee0fc3f-------<p> add @lazyinit and @retainedwith annotations to the lazily calculated "entries" field of immutablesetmultimapthis field is lazily evaluated by entries() without holding a lock but multiple concurrent calls to entries() will produce idempotent results at the cost of some performance996369d89362e0ec93f7dd6e9a6860aa08858c80-------<p> let listenablefuture implement thenable via a default interface method in j2clthis is a second attempt after problems in e0bac74571b81756c4acf767e3ad186b7473a4f8 were fixed44909d9d5fc5b394c710a6b8b0d6c3786c765af5-------<p> add test for behavior described in #19007329a66694d59bb22e2589eb9a2f620c98a881f9-------<p> undo test cl 9a50815df26be7416be0fac489e29feee7a3c220it produces a tiny diff between the commonbase and commoncollect copies of abstractiteratorc82f7916879a46539a1e53ac98dda90e9c5537b8-------<p> add splittersplittostream()6c984121f74d5cea97ac1ffabfe98938bc7c96c4-------<p> add comment explaining table and multiplier in charmatcherwhitespacefixes #16615430b140cae37b078fd4dda9b1a57a025664cfe1-------<p> rollback of adding splittersplittostream()*** reason for rollback ***my guess is that this change somehow upsets an allowed list ofone-definition violations3f49efe9f00a2ed9dd3bd1cde1d5d596833b7391-------<p> rollback of change to let listenablefuture implement thenable via a default interface method in j2cl38c9a029e6cc538bcc46b9ad23fe03a62739d433-------<p> clean up leftovers from mapmakermakecomputingmap:- remove makecomputingmap from the gwt emulation- deprecate computationexception0b93365c2440981c04a94f6e5596d3f723549ea3 i see `splittersplittostream()` was added and removed again are there plans to open-source it in the future? :slightly_smiling_face:  || > i see `splittersplittostream()` was added and removed again are there plans to open-source it in the future? :slightly_smiling_face: it is being reintroduced in #3623 nice :) ||
3635,1,0,0,0,1,1,0,0,0,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> check the array indexes in quantilesscaleandindexes is non emptyfixes #3210fixes #3211823a432ddaa2d274b539e12ed2bb46e5be0658ee-------<p> simplify some codefixes #3580e2362def3408478a4a74d24671aef39171a1e93f-------<p> document the jdk 9+ alternative to `iterators#forenumeration`fixes #3382e432be553038b4c67f22abb8c27f82ab6d480f3d-------<p> add a mime type mpeg-dash (mpd files)fixes #2677relnotes`net`: added the `mediatype` constant for mpeg-dash579ccf6c0181097be7b895ec145f04502234ef0e-------<p> fix the logic that decides whether to use currentrequestthreadfactory() under app enginewhile there also support thread renaming under app enginefixes https://githubcom/google/guava/issues/3598relevant to https://githubcom/google/guava/issues/3606(also the cl in which i experimented with https://githubcom/google/guava/issues/3569 before backing it out)7bd4b2351c1483f34e7192768b4f3e7a10447c33 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3635) for more info**<!-- need_author_consent --> || a googler has manually verified that the clas look good(googler please make sure the reason for overriding the cla status is clearly documented in these comments)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3635) for more info**<!-- cla_yes --> || all non-googler contributions are taken from prs ||
3635,1,0,0,0,1,0,1,0,0,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> check the array indexes in quantilesscaleandindexes is non emptyfixes #3210fixes #3211823a432ddaa2d274b539e12ed2bb46e5be0658ee-------<p> simplify some codefixes #3580e2362def3408478a4a74d24671aef39171a1e93f-------<p> document the jdk 9+ alternative to `iterators#forenumeration`fixes #3382e432be553038b4c67f22abb8c27f82ab6d480f3d-------<p> add a mime type mpeg-dash (mpd files)fixes #2677relnotes`net`: added the `mediatype` constant for mpeg-dash579ccf6c0181097be7b895ec145f04502234ef0e-------<p> fix the logic that decides whether to use currentrequestthreadfactory() under app enginewhile there also support thread renaming under app enginefixes https://githubcom/google/guava/issues/3598relevant to https://githubcom/google/guava/issues/3606(also the cl in which i experimented with https://githubcom/google/guava/issues/3569 before backing it out)7bd4b2351c1483f34e7192768b4f3e7a10447c33 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3635) for more info**<!-- need_author_consent --> || a googler has manually verified that the clas look good(googler please make sure the reason for overriding the cla status is clearly documented in these comments)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3635) for more info**<!-- cla_yes --> || all non-googler contributions are taken from prs ||
3635,1,0,0,0,1,1,0,0,0,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> check the array indexes in quantilesscaleandindexes is non emptyfixes #3210fixes #3211823a432ddaa2d274b539e12ed2bb46e5be0658ee-------<p> simplify some codefixes #3580e2362def3408478a4a74d24671aef39171a1e93f-------<p> document the jdk 9+ alternative to `iterators#forenumeration`fixes #3382e432be553038b4c67f22abb8c27f82ab6d480f3d-------<p> add a mime type mpeg-dash (mpd files)fixes #2677relnotes`net`: added the `mediatype` constant for mpeg-dash579ccf6c0181097be7b895ec145f04502234ef0e-------<p> fix the logic that decides whether to use currentrequestthreadfactory() under app enginewhile there also support thread renaming under app enginefixes https://githubcom/google/guava/issues/3598relevant to https://githubcom/google/guava/issues/3606(also the cl in which i experimented with https://githubcom/google/guava/issues/3569 before backing it out)7bd4b2351c1483f34e7192768b4f3e7a10447c33 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3635) for more info**<!-- need_author_consent --> || a googler has manually verified that the clas look good(googler please make sure the reason for overriding the cla status is clearly documented in these comments)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3635) for more info**<!-- cla_yes --> || all non-googler contributions are taken from prs ||
3635,1,0,0,0,1,0,1,0,0,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> check the array indexes in quantilesscaleandindexes is non emptyfixes #3210fixes #3211823a432ddaa2d274b539e12ed2bb46e5be0658ee-------<p> simplify some codefixes #3580e2362def3408478a4a74d24671aef39171a1e93f-------<p> document the jdk 9+ alternative to `iterators#forenumeration`fixes #3382e432be553038b4c67f22abb8c27f82ab6d480f3d-------<p> add a mime type mpeg-dash (mpd files)fixes #2677relnotes`net`: added the `mediatype` constant for mpeg-dash579ccf6c0181097be7b895ec145f04502234ef0e-------<p> fix the logic that decides whether to use currentrequestthreadfactory() under app enginewhile there also support thread renaming under app enginefixes https://githubcom/google/guava/issues/3598relevant to https://githubcom/google/guava/issues/3606(also the cl in which i experimented with https://githubcom/google/guava/issues/3569 before backing it out)7bd4b2351c1483f34e7192768b4f3e7a10447c33 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3635) for more info**<!-- need_author_consent --> || a googler has manually verified that the clas look good(googler please make sure the reason for overriding the cla status is clearly documented in these comments)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3635) for more info**<!-- cla_yes --> || all non-googler contributions are taken from prs ||
3635,1,0,0,0,1,1,0,0,0,0,0,moe sync this code has been reviewed and submitted internally feel free to discuss on the pr and we can submit follow-up changes as necessarycommits:<p> check the array indexes in quantilesscaleandindexes is non emptyfixes #3210fixes #3211823a432ddaa2d274b539e12ed2bb46e5be0658ee-------<p> simplify some codefixes #3580e2362def3408478a4a74d24671aef39171a1e93f-------<p> document the jdk 9+ alternative to `iterators#forenumeration`fixes #3382e432be553038b4c67f22abb8c27f82ab6d480f3d-------<p> add a mime type mpeg-dash (mpd files)fixes #2677relnotes`net`: added the `mediatype` constant for mpeg-dash579ccf6c0181097be7b895ec145f04502234ef0e-------<p> fix the logic that decides whether to use currentrequestthreadfactory() under app enginewhile there also support thread renaming under app enginefixes https://githubcom/google/guava/issues/3598relevant to https://githubcom/google/guava/issues/3606(also the cl in which i experimented with https://githubcom/google/guava/issues/3569 before backing it out)7bd4b2351c1483f34e7192768b4f3e7a10447c33 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3635) for more info**<!-- need_author_consent --> || a googler has manually verified that the clas look good(googler please make sure the reason for overriding the cla status is clearly documented in these comments)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f3635) for more info**<!-- cla_yes --> || all non-googler contributions are taken from prs ||
