prNumber,APM,Interpreter,Logging,Data.Structure,i18n,Setup,Logic,Microservices,Test,Search,UI,Parser,App,corpus
510,1,0,0,1,0,1,0,1,0,1,1,1,1,fixes for zone resize summary of the pull requestresizing zones was not working in some cases pr checklist x closes detailed description of the pull request additional commentsthe logic used by move works only for dragging the entire zone but it fails when dragging a top left edge if the right bottom edge is on the working area edgeit was also causing the zone to drift right bottom when resized to its minimum width heighti split the methods to simplify the logic move is used only to move the zone sizemove fell free to suggest a better name is used when dragging the left top edge size is used when dragging the right bottom edge also set c_minzonewidth to and c_minzoneheight to to reflect the actual minimum dimensions validation steps performedmanual test
510,0,0,0,0,0,1,0,0,0,0,0,0,0,fixes for zone resize summary of the pull requestresizing zones was not working in some cases pr checklist x closes detailed description of the pull request additional commentsthe logic used by move works only for dragging the entire zone but it fails when dragging a top left edge if the right bottom edge is on the working area edgeit was also causing the zone to drift right bottom when resized to its minimum width heighti split the methods to simplify the logic move is used only to move the zone sizemove fell free to suggest a better name is used when dragging the left top edge size is used when dragging the right bottom edge also set c_minzonewidth to and c_minzoneheight to to reflect the actual minimum dimensions validation steps performedmanual test
548,1,0,0,0,0,1,0,1,0,1,1,0,1,fix for issue summary of the pull requestdont quit the fz editor if no layout is selected when clicking on the edit selected layoutdont exit when clicking on apply if no layout is selected pr checklist x closes detailed description of the pull request additional commentscredit to alexr for the fix alex provided a more extensive fix that disables the button when no layout is selected but it requires more changes to the xaml and we preferred to avoid that now validation steps performedmanual test
548,1,0,0,1,0,1,0,1,0,1,1,1,1,fix for issue summary of the pull requestdont quit the fz editor if no layout is selected when clicking on the edit selected layoutdont exit when clicking on apply if no layout is selected pr checklist x closes detailed description of the pull request additional commentscredit to alexr for the fix alex provided a more extensive fix that disables the button when no layout is selected but it requires more changes to the xaml and we preferred to avoid that now validation steps performedmanual test
548,1,0,0,1,0,1,0,0,0,1,1,0,1,fix for issue summary of the pull requestdont quit the fz editor if no layout is selected when clicking on the edit selected layoutdont exit when clicking on apply if no layout is selected pr checklist x closes detailed description of the pull request additional commentscredit to alexr for the fix alex provided a more extensive fix that disables the button when no layout is selected but it requires more changes to the xaml and we preferred to avoid that now validation steps performedmanual test
657,1,0,0,0,0,1,0,1,0,1,1,0,1,fix for different per monitor scaling summary of the pull request changes enabledpiawareness manifest setting in a runner project so the dpi unaware api return valid data adds default_dpi usage for easier code navigation references supersedes pr checklist x closes detailed description of the pull request additional commentsi was able to test some cases of with a following triple display desktop setup fullhd k fullhd primary bug occurs even if i launch the layout window on but has a different scale from the others that happens because getmonitorinfo and getdpiforwindow do not depend on the scale setting of but we pass those to fancyzoneseditor theyre treated differently though since the returned coords are virtual and not truly dpi aware since the runner process doesnt draw any ui itself except for the tray dialog menu and uses only dpi unaware calls we need to disable per monitor v dpi in an app manifest cla assistant check https claopensourcemicrosoftcom pull badge signed https claopensourcemicrosoftcom microsoft powertoyspullrequest all cla requirements met yuyoyuppewe need to keep permonitorhighdpiaware as it is because other modules need it set like that bzoz pushed new commits could you please try rebuilding the solution and test again
657,1,1,0,1,0,1,0,1,0,1,1,1,1,fix for different per monitor scaling summary of the pull request changes enabledpiawareness manifest setting in a runner project so the dpi unaware api return valid data adds default_dpi usage for easier code navigation references supersedes pr checklist x closes detailed description of the pull request additional commentsi was able to test some cases of with a following triple display desktop setup fullhd k fullhd primary bug occurs even if i launch the layout window on but has a different scale from the others that happens because getmonitorinfo and getdpiforwindow do not depend on the scale setting of but we pass those to fancyzoneseditor theyre treated differently though since the returned coords are virtual and not truly dpi aware since the runner process doesnt draw any ui itself except for the tray dialog menu and uses only dpi unaware calls we need to disable per monitor v dpi in an app manifest cla assistant check https claopensourcemicrosoftcom pull badge signed https claopensourcemicrosoftcom microsoft powertoyspullrequest all cla requirements met yuyoyuppewe need to keep permonitorhighdpiaware as it is because other modules need it set like that bzoz pushed new commits could you please try rebuilding the solution and test again
657,1,0,0,0,0,1,0,1,0,1,1,0,1,fix for different per monitor scaling summary of the pull request changes enabledpiawareness manifest setting in a runner project so the dpi unaware api return valid data adds default_dpi usage for easier code navigation references supersedes pr checklist x closes detailed description of the pull request additional commentsi was able to test some cases of with a following triple display desktop setup fullhd k fullhd primary bug occurs even if i launch the layout window on but has a different scale from the others that happens because getmonitorinfo and getdpiforwindow do not depend on the scale setting of but we pass those to fancyzoneseditor theyre treated differently though since the returned coords are virtual and not truly dpi aware since the runner process doesnt draw any ui itself except for the tray dialog menu and uses only dpi unaware calls we need to disable per monitor v dpi in an app manifest cla assistant check https claopensourcemicrosoftcom pull badge signed https claopensourcemicrosoftcom microsoft powertoyspullrequest all cla requirements met yuyoyuppewe need to keep permonitorhighdpiaware as it is because other modules need it set like that bzoz pushed new commits could you please try rebuilding the solution and test again
657,1,0,0,0,0,1,0,1,0,1,1,0,1,fix for different per monitor scaling summary of the pull request changes enabledpiawareness manifest setting in a runner project so the dpi unaware api return valid data adds default_dpi usage for easier code navigation references supersedes pr checklist x closes detailed description of the pull request additional commentsi was able to test some cases of with a following triple display desktop setup fullhd k fullhd primary bug occurs even if i launch the layout window on but has a different scale from the others that happens because getmonitorinfo and getdpiforwindow do not depend on the scale setting of but we pass those to fancyzoneseditor theyre treated differently though since the returned coords are virtual and not truly dpi aware since the runner process doesnt draw any ui itself except for the tray dialog menu and uses only dpi unaware calls we need to disable per monitor v dpi in an app manifest cla assistant check https claopensourcemicrosoftcom pull badge signed https claopensourcemicrosoftcom microsoft powertoyspullrequest all cla requirements met yuyoyuppewe need to keep permonitorhighdpiaware as it is because other modules need it set like that bzoz pushed new commits could you please try rebuilding the solution and test again
657,1,1,0,1,0,1,0,1,0,1,1,1,1,fix for different per monitor scaling summary of the pull request changes enabledpiawareness manifest setting in a runner project so the dpi unaware api return valid data adds default_dpi usage for easier code navigation references supersedes pr checklist x closes detailed description of the pull request additional commentsi was able to test some cases of with a following triple display desktop setup fullhd k fullhd primary bug occurs even if i launch the layout window on but has a different scale from the others that happens because getmonitorinfo and getdpiforwindow do not depend on the scale setting of but we pass those to fancyzoneseditor theyre treated differently though since the returned coords are virtual and not truly dpi aware since the runner process doesnt draw any ui itself except for the tray dialog menu and uses only dpi unaware calls we need to disable per monitor v dpi in an app manifest cla assistant check https claopensourcemicrosoftcom pull badge signed https claopensourcemicrosoftcom microsoft powertoyspullrequest all cla requirements met yuyoyuppewe need to keep permonitorhighdpiaware as it is because other modules need it set like that bzoz pushed new commits could you please try rebuilding the solution and test again
657,1,1,0,0,0,1,0,1,1,1,1,1,1,fix for different per monitor scaling summary of the pull request changes enabledpiawareness manifest setting in a runner project so the dpi unaware api return valid data adds default_dpi usage for easier code navigation references supersedes pr checklist x closes detailed description of the pull request additional commentsi was able to test some cases of with a following triple display desktop setup fullhd k fullhd primary bug occurs even if i launch the layout window on but has a different scale from the others that happens because getmonitorinfo and getdpiforwindow do not depend on the scale setting of but we pass those to fancyzoneseditor theyre treated differently though since the returned coords are virtual and not truly dpi aware since the runner process doesnt draw any ui itself except for the tray dialog menu and uses only dpi unaware calls we need to disable per monitor v dpi in an app manifest cla assistant check https claopensourcemicrosoftcom pull badge signed https claopensourcemicrosoftcom microsoft powertoyspullrequest all cla requirements met yuyoyuppewe need to keep permonitorhighdpiaware as it is because other modules need it set like that bzoz pushed new commits could you please try rebuilding the solution and test again
715,1,0,0,0,0,1,0,1,0,1,1,0,1,fancyzoneseditor open a tab with the selected layout on startup summary of the pull requestdetermine if were using custom layout currently and open a corresponding editor tab on startup pr checklist x applies to validation steps performedlaunched editor in debug&release mode very nice fix
715,1,0,0,1,0,1,0,0,0,1,1,0,1,fancyzoneseditor open a tab with the selected layout on startup summary of the pull requestdetermine if were using custom layout currently and open a corresponding editor tab on startup pr checklist x applies to validation steps performedlaunched editor in debug&release mode very nice fix
715,0,0,0,0,0,0,0,0,0,1,0,0,0,fancyzoneseditor open a tab with the selected layout on startup summary of the pull requestdetermine if were using custom layout currently and open a corresponding editor tab on startup pr checklist x applies to validation steps performedlaunched editor in debug&release mode very nice fix
927,1,0,0,0,0,1,0,1,0,1,1,0,1,code analysis style cop adjustments for net summary of the pull requestenabled code analysis for the editor this does not fix issues for for references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional comments validation steps performedran application and editor worked as expected
927,1,0,0,0,0,1,1,1,0,1,1,0,1,code analysis style cop adjustments for net summary of the pull requestenabled code analysis for the editor this does not fix issues for for references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional comments validation steps performedran application and editor worked as expected
927,0,0,0,1,0,0,0,0,0,1,0,0,0,code analysis style cop adjustments for net summary of the pull requestenabled code analysis for the editor this does not fix issues for for references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional comments validation steps performedran application and editor worked as expected
927,1,0,0,0,0,1,0,1,0,1,1,0,1,code analysis style cop adjustments for net summary of the pull requestenabled code analysis for the editor this does not fix issues for for references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional comments validation steps performedran application and editor worked as expected
927,1,0,0,0,0,1,1,1,0,1,1,0,1,code analysis style cop adjustments for net summary of the pull requestenabled code analysis for the editor this does not fix issues for for references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional comments validation steps performedran application and editor worked as expected
927,0,0,0,0,0,0,0,0,0,1,1,0,1,code analysis style cop adjustments for net summary of the pull requestenabled code analysis for the editor this does not fix issues for for references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional comments validation steps performedran application and editor worked as expected
994,0,0,0,0,0,1,0,0,0,0,0,0,0,when spacing is set to or turned off display px border so user can distinguish zone edges summary of the pull requestspacing was added to the zones after editing custom layout based on value written for spacing no matter if flag show space around zones is on or off use spacing if show space around zones is disabled when the spacing is off user should still distinguish between zone edges so px border is added in that case only in ui spacing will be applied to the zone layout pr checklist x applies to validation steps performed open fancyzones editor switch off show space around zones set space around zones to some positive value select any layout and click edit selected layout apply and save changesexpected behavior if flag show space around zones is disabled no space should be when layout is applied
994,1,0,0,0,0,1,1,1,0,1,1,0,1,when spacing is set to or turned off display px border so user can distinguish zone edges summary of the pull requestspacing was added to the zones after editing custom layout based on value written for spacing no matter if flag show space around zones is on or off use spacing if show space around zones is disabled when the spacing is off user should still distinguish between zone edges so px border is added in that case only in ui spacing will be applied to the zone layout pr checklist x applies to validation steps performed open fancyzones editor switch off show space around zones set space around zones to some positive value select any layout and click edit selected layout apply and save changesexpected behavior if flag show space around zones is disabled no space should be when layout is applied
994,1,1,0,0,0,1,0,1,1,1,1,1,1,when spacing is set to or turned off display px border so user can distinguish zone edges summary of the pull requestspacing was added to the zones after editing custom layout based on value written for spacing no matter if flag show space around zones is on or off use spacing if show space around zones is disabled when the spacing is off user should still distinguish between zone edges so px border is added in that case only in ui spacing will be applied to the zone layout pr checklist x applies to validation steps performed open fancyzones editor switch off show space around zones set space around zones to some positive value select any layout and click edit selected layout apply and save changesexpected behavior if flag show space around zones is disabled no space should be when layout is applied
1000,0,0,0,0,0,1,0,0,0,0,0,0,0,fix for summary of the pull request references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional comments validated with owner regarding proper math and other spots in code match pattern example canvassettop resizer _rowinfo row end spacing
1000,1,0,0,0,0,1,1,1,0,1,1,0,1,fix for summary of the pull request references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional comments validated with owner regarding proper math and other spots in code match pattern example canvassettop resizer _rowinfo row end spacing
1000,0,0,0,0,0,1,0,0,0,0,0,0,0,fix for summary of the pull request references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional comments validated with owner regarding proper math and other spots in code match pattern example canvassettop resizer _rowinfo row end spacing
1009,1,1,0,0,0,1,0,1,1,1,1,1,1,🎁 import image resizer for windows ❄ ❄ ❄ ❄&nbsp&nbsp❄ ❄ ❄ ❄🏔&nbsp&nbsp&nbsp🏔&nbsp&nbsp&nbsp🏔🎄&nbsp&nbsp🎅🏻 ⛄&nbsp&nbsp&nbsp🦌 &nbsp&nbsp🎄&nbsp&nbsp&nbsp&nbsp🤶🏻&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp🎄part of cc crutkas 🔥🔥🔥🔥🔥🔥🔥🔥🔥 ryanbodrug microsoft here is the code drop from bricelam for image resizer it is in a dedicated branch im merging it in and then your team can start working with it when they have free cycles thanks crutkas arjunbalgovind will be looking into this
1009,1,0,0,0,0,1,1,1,0,1,1,0,1,🎁 import image resizer for windows ❄ ❄ ❄ ❄&nbsp&nbsp❄ ❄ ❄ ❄🏔&nbsp&nbsp&nbsp🏔&nbsp&nbsp&nbsp🏔🎄&nbsp&nbsp🎅🏻 ⛄&nbsp&nbsp&nbsp🦌 &nbsp&nbsp🎄&nbsp&nbsp&nbsp&nbsp🤶🏻&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp🎄part of cc crutkas 🔥🔥🔥🔥🔥🔥🔥🔥🔥 ryanbodrug microsoft here is the code drop from bricelam for image resizer it is in a dedicated branch im merging it in and then your team can start working with it when they have free cycles thanks crutkas arjunbalgovind will be looking into this
1009,0,0,0,1,0,0,0,0,0,1,0,0,0,🎁 import image resizer for windows ❄ ❄ ❄ ❄&nbsp&nbsp❄ ❄ ❄ ❄🏔&nbsp&nbsp&nbsp🏔&nbsp&nbsp&nbsp🏔🎄&nbsp&nbsp🎅🏻 ⛄&nbsp&nbsp&nbsp🦌 &nbsp&nbsp🎄&nbsp&nbsp&nbsp&nbsp🤶🏻&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp🎄part of cc crutkas 🔥🔥🔥🔥🔥🔥🔥🔥🔥 ryanbodrug microsoft here is the code drop from bricelam for image resizer it is in a dedicated branch im merging it in and then your team can start working with it when they have free cycles thanks crutkas arjunbalgovind will be looking into this
1072,0,0,0,0,0,0,0,0,0,0,0,0,0,implement common library interfaces for preview pane summary of the pull requestadding implementation for interfaces required by preview handler implementation designed in a way that it can be easily extended by different preview pane handler eg markdown and svg pr checklist x applies to and x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional commentscurrent implementation is using managed code net for implementing the preview pane extensions which is possible for preview pane because preview handlers always run out of process more details about preview handlers https docsmicrosoftcom en us windows win shell preview handlerswriting your own preview handler https docsmicrosoftcom en us archive msdn magazine january windows vista and office writing your own preview handlers validation steps performed x test library locally i was thinking if it would be better to put controls and initializers into separate folder and maybe rename previewhandlercs to previewhandlerbasecs moved the files in different folder and yes previewhandlerbasecs makes more sense
1072,1,0,0,0,0,1,1,1,0,1,1,0,1,implement common library interfaces for preview pane summary of the pull requestadding implementation for interfaces required by preview handler implementation designed in a way that it can be easily extended by different preview pane handler eg markdown and svg pr checklist x applies to and x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional commentscurrent implementation is using managed code net for implementing the preview pane extensions which is possible for preview pane because preview handlers always run out of process more details about preview handlers https docsmicrosoftcom en us windows win shell preview handlerswriting your own preview handler https docsmicrosoftcom en us archive msdn magazine january windows vista and office writing your own preview handlers validation steps performed x test library locally i was thinking if it would be better to put controls and initializers into separate folder and maybe rename previewhandlercs to previewhandlerbasecs moved the files in different folder and yes previewhandlerbasecs makes more sense
1072,0,0,0,0,0,1,0,0,0,0,0,0,0,implement common library interfaces for preview pane summary of the pull requestadding implementation for interfaces required by preview handler implementation designed in a way that it can be easily extended by different preview pane handler eg markdown and svg pr checklist x applies to and x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional commentscurrent implementation is using managed code net for implementing the preview pane extensions which is possible for preview pane because preview handlers always run out of process more details about preview handlers https docsmicrosoftcom en us windows win shell preview handlerswriting your own preview handler https docsmicrosoftcom en us archive msdn magazine january windows vista and office writing your own preview handlers validation steps performed x test library locally i was thinking if it would be better to put controls and initializers into separate folder and maybe rename previewhandlercs to previewhandlerbasecs moved the files in different folder and yes previewhandlerbasecs makes more sense
1072,0,0,0,0,0,0,0,0,0,0,0,0,0,implement common library interfaces for preview pane summary of the pull requestadding implementation for interfaces required by preview handler implementation designed in a way that it can be easily extended by different preview pane handler eg markdown and svg pr checklist x applies to and x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional commentscurrent implementation is using managed code net for implementing the preview pane extensions which is possible for preview pane because preview handlers always run out of process more details about preview handlers https docsmicrosoftcom en us windows win shell preview handlerswriting your own preview handler https docsmicrosoftcom en us archive msdn magazine january windows vista and office writing your own preview handlers validation steps performed x test library locally i was thinking if it would be better to put controls and initializers into separate folder and maybe rename previewhandlercs to previewhandlerbasecs moved the files in different folder and yes previewhandlerbasecs makes more sense
1072,1,0,0,0,0,1,1,1,0,1,1,0,1,implement common library interfaces for preview pane summary of the pull requestadding implementation for interfaces required by preview handler implementation designed in a way that it can be easily extended by different preview pane handler eg markdown and svg pr checklist x applies to and x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional commentscurrent implementation is using managed code net for implementing the preview pane extensions which is possible for preview pane because preview handlers always run out of process more details about preview handlers https docsmicrosoftcom en us windows win shell preview handlerswriting your own preview handler https docsmicrosoftcom en us archive msdn magazine january windows vista and office writing your own preview handlers validation steps performed x test library locally i was thinking if it would be better to put controls and initializers into separate folder and maybe rename previewhandlercs to previewhandlerbasecs moved the files in different folder and yes previewhandlerbasecs makes more sense
1072,0,0,0,0,0,0,0,0,0,0,0,0,1,implement common library interfaces for preview pane summary of the pull requestadding implementation for interfaces required by preview handler implementation designed in a way that it can be easily extended by different preview pane handler eg markdown and svg pr checklist x applies to and x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla detailed description of the pull request additional commentscurrent implementation is using managed code net for implementing the preview pane extensions which is possible for preview pane because preview handlers always run out of process more details about preview handlers https docsmicrosoftcom en us windows win shell preview handlerswriting your own preview handler https docsmicrosoftcom en us archive msdn magazine january windows vista and office writing your own preview handlers validation steps performed x test library locally i was thinking if it would be better to put controls and initializers into separate folder and maybe rename previewhandlercs to previewhandlerbasecs moved the files in different folder and yes previewhandlerbasecs makes more sense
1075,0,0,0,0,0,0,0,1,0,0,1,0,1,user lamotile add_powerpreviewsettings summary of the pull requestthis pull requests adds the windows file explorer custom file preview settings to the tweakui changes additions added the powerpreview library module which will be used to integrate the render libraries with the powertoys settings added a function to display a header to the tweakui settings to make grouping settings easy also updated the settings web accordingly updated the css file to make the custom header bold added telemetry event methods to track application usage and crashes references n a pr checklist x applies to and x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla x tests added passed x requires documentation to be updated x ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place and detailed description of the pull request additional commentsthis task is intended to add a custom file preview settings options to the powertoys options on the side panel these settings should provide the following options image https user imagesgithubusercontentcom fd ea fe b b png preview panecheckbox show markdowncheckbox show svgexplorercheckbox render svg imagesnb these settings will not provide any functionality until they are integrated with the svg and markdown renders below is a snapshot of the ui added outstanding work an icon for the menu option integration of the renders with power toys documentation update validation steps performed manually ran the project and tested the output on the ui and also ran automated tests added tests for the settings functions created why did you assign this me or is it you want us to review it for your open work items they should like to github issues too why did you assign this me or is it you want us to review iti saw you being added on previous prs so i thought it is because you wanted to be added for visibility i will note this preference going forward for your open work items they should like to github issues too can you please clarify there are three outstanding items you listed here are there corresponding open issues if not create them then link so we have everything cross referenced can you create seperate tasks for better error handling and localizing descriptions plus any hard coded strings i might have missed sorry ignore that statement i accidentally edited the wrong tab in my browser i meant to add that to arjuns pr can you create seperate tasks for better error handling and localizing descriptions plus any hard coded strings i might have missed i am doing that in my current task just making sure all new contributors are aware of github workflow https githubcom microsoft powertoys tree master doc devdocsgithub workflow indication use the squash and merge option to merge a pr if you dont want to squash it because there are logically different commits use rebase and merge thank you lavius ping me when youve had a chance to clean up the file diffs and ill come back to this review it seems weird to me that we are adding etl files to source control enricogior laviusmotileng ms do you know if thats intentional or we just left it out of the gitignore file by accident it seems weird to me that we are adding etl files to source control enricogior laviusmotileng ms do you know if thats intentional or we just left it out of the gitignore file by accidenti should definitely remove it i missed it when i was commiting the changes perhaps i should also add it to git ignore too
1075,1,0,0,0,0,1,1,0,0,1,1,0,1,user lamotile add_powerpreviewsettings summary of the pull requestthis pull requests adds the windows file explorer custom file preview settings to the tweakui changes additions added the powerpreview library module which will be used to integrate the render libraries with the powertoys settings added a function to display a header to the tweakui settings to make grouping settings easy also updated the settings web accordingly updated the css file to make the custom header bold added telemetry event methods to track application usage and crashes references n a pr checklist x applies to and x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla x tests added passed x requires documentation to be updated x ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place and detailed description of the pull request additional commentsthis task is intended to add a custom file preview settings options to the powertoys options on the side panel these settings should provide the following options image https user imagesgithubusercontentcom fd ea fe b b png preview panecheckbox show markdowncheckbox show svgexplorercheckbox render svg imagesnb these settings will not provide any functionality until they are integrated with the svg and markdown renders below is a snapshot of the ui added outstanding work an icon for the menu option integration of the renders with power toys documentation update validation steps performed manually ran the project and tested the output on the ui and also ran automated tests added tests for the settings functions created why did you assign this me or is it you want us to review it for your open work items they should like to github issues too why did you assign this me or is it you want us to review iti saw you being added on previous prs so i thought it is because you wanted to be added for visibility i will note this preference going forward for your open work items they should like to github issues too can you please clarify there are three outstanding items you listed here are there corresponding open issues if not create them then link so we have everything cross referenced can you create seperate tasks for better error handling and localizing descriptions plus any hard coded strings i might have missed sorry ignore that statement i accidentally edited the wrong tab in my browser i meant to add that to arjuns pr can you create seperate tasks for better error handling and localizing descriptions plus any hard coded strings i might have missed i am doing that in my current task just making sure all new contributors are aware of github workflow https githubcom microsoft powertoys tree master doc devdocsgithub workflow indication use the squash and merge option to merge a pr if you dont want to squash it because there are logically different commits use rebase and merge thank you lavius ping me when youve had a chance to clean up the file diffs and ill come back to this review it seems weird to me that we are adding etl files to source control enricogior laviusmotileng ms do you know if thats intentional or we just left it out of the gitignore file by accident it seems weird to me that we are adding etl files to source control enricogior laviusmotileng ms do you know if thats intentional or we just left it out of the gitignore file by accidenti should definitely remove it i missed it when i was commiting the changes perhaps i should also add it to git ignore too
