issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,i18n,DevOps,Logic,Test,IO,UI,Security,App,corpus
367.0,370,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,add compatibility check for utf this pr attempts to we have a bit of a problem utf came from these lines java try inputstreamreader reader openfile filetoopen suppliedencoding fallbackencoding { bibtexparser bp new bibtexparser reader parserresult pr bpparse prsetencoding readergetencoding it is set in this method call thats the java api the inputstreamreader says that the proper name of the encoding is utf my solution is an ugly compatibility hack in which we just insert the manually ugly but works what do you think
388.0,418,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,proxy authentication support feature this pull request enables support for proxy authentication via command line arguments d and jabref preferences network tab
167.0,422,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,move edit mode switch to file tab to make it more prominent and a file based thing in the future
315.0,452,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,revise maintable complete check and rewrite of maintable and related classesthis will fix and implement show tooltip for header columns show tooltip for contents which are too long for table columns add ability to drag and drop specialfield columns allow storing position of specialfield columns postponed to another pr remove table column for pdf ps which is obsolete remove option show one letter heading for icon columns which is now obsolete changed default order in main table all file based icons file url doi all bibtex field based icons bibtexkey entrytype author title all special field icons postponed think about must be implemented vernünftig matthias entry table fit table horizontally from the minutes postponed final cleanup changelog
384.0,452,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,revise maintable complete check and rewrite of maintable and related classesthis will fix and implement show tooltip for header columns show tooltip for contents which are too long for table columns add ability to drag and drop specialfield columns allow storing position of specialfield columns postponed to another pr remove table column for pdf ps which is obsolete remove option show one letter heading for icon columns which is now obsolete changed default order in main table all file based icons file url doi all bibtex field based icons bibtexkey entrytype author title all special field icons postponed think about must be implemented vernünftig matthias entry table fit table horizontally from the minutes postponed final cleanup changelog
443.0,452,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,revise maintable complete check and rewrite of maintable and related classesthis will fix and implement show tooltip for header columns show tooltip for contents which are too long for table columns add ability to drag and drop specialfield columns allow storing position of specialfield columns postponed to another pr remove table column for pdf ps which is obsolete remove option show one letter heading for icon columns which is now obsolete changed default order in main table all file based icons file url doi all bibtex field based icons bibtexkey entrytype author title all special field icons postponed think about must be implemented vernünftig matthias entry table fit table horizontally from the minutes postponed final cleanup changelog
445.0,452,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,revise maintable complete check and rewrite of maintable and related classesthis will fix and implement show tooltip for header columns show tooltip for contents which are too long for table columns add ability to drag and drop specialfield columns allow storing position of specialfield columns postponed to another pr remove table column for pdf ps which is obsolete remove option show one letter heading for icon columns which is now obsolete changed default order in main table all file based icons file url doi all bibtex field based icons bibtexkey entrytype author title all special field icons postponed think about must be implemented vernünftig matthias entry table fit table horizontally from the minutes postponed final cleanup changelog
490.0,452,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,revise maintable complete check and rewrite of maintable and related classesthis will fix and implement show tooltip for header columns show tooltip for contents which are too long for table columns add ability to drag and drop specialfield columns allow storing position of specialfield columns postponed to another pr remove table column for pdf ps which is obsolete remove option show one letter heading for icon columns which is now obsolete changed default order in main table all file based icons file url doi all bibtex field based icons bibtexkey entrytype author title all special field icons postponed think about must be implemented vernünftig matthias entry table fit table horizontally from the minutes postponed final cleanup changelog
498.0,452,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,revise maintable complete check and rewrite of maintable and related classesthis will fix and implement show tooltip for header columns show tooltip for contents which are too long for table columns add ability to drag and drop specialfield columns allow storing position of specialfield columns postponed to another pr remove table column for pdf ps which is obsolete remove option show one letter heading for icon columns which is now obsolete changed default order in main table all file based icons file url doi all bibtex field based icons bibtexkey entrytype author title all special field icons postponed think about must be implemented vernünftig matthias entry table fit table horizontally from the minutes postponed final cleanup changelog
458.0,459,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,use default directory when adding files to an entry see the current implementation is hard to understand i dont get how these three existing folder preferences are used also the method itself should be simplified and return a list
470.0,472,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,show author editor and journal publisher in the main table by default implements
314.0,491,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,add close all others in database tab menu see
167.0,500,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,database type detection please see bibdatabasetypedetectionjava for reviewsome refactoring and a class for auto detection of database types algorithm should we introduce a hard coded field like encodings inside the bib file fast enough what about false detection refactoring bibtexdatabase bibdatabase bibtexentry bibentryalso see
495.0,500,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,database type detection please see bibdatabasetypedetectionjava for reviewsome refactoring and a class for auto detection of database types algorithm should we introduce a hard coded field like encodings inside the bib file fast enough what about false detection refactoring bibtexdatabase bibdatabase bibtexentry bibentryalso see
495.0,501,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,prototype for new entrytype interface this is a prototype for an idea to resolve the issues discussed in and right now the entry type is converted from a string representation in the bibtex file to an entrytype by the parser the problem with this approach is that the parser has to know about the bibtex vs biblatex mode the idea was to add an intermediate step string in bibtex file entryclass by parser entrytype by some factory using information from the preferences there is an enum standardentryclass holding all the standard types regardless of bibtex or biblatex so article mvbook etc all are there to support also unknown entry types we have the class nonstandardentryclass so for example parsing article{} results in class standardentryclassarticle while gibberish{} yields class nonstandardentryclass with name gibberish in this way the type information is stored in a relative convenient form better then a string the idea of an enum implementing an interface was taken from the way java handles standard file locations see the oracle blog or another blog the entryclass does not know about required and optional fields these information are provided by the entrytypefactory for example entrytypefactory prefs gettypefor standardentryclassarticle getrequiredfields gives the required fields please ignore all the my prefixes in the class names
116.0,560,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,write all field keys in lower case write all field keys in lower case no more camel casing of field names eg title is written instead of title howpublished instead of howpublished and doi instead of doi the configuration option use camel case for field names eg howpublished instead of howpublished is gonerefs
565.0,567,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,implements highlighting matches works now also for regular expr… …essions in preview panel and entry editor
564.0,568,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fixed cite command changes are immediately reflected in the pus… …h to application actions and not only after restart
116.0,569,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,remove field saving options as decided in all field saving options should be removedthis pr purges the options from the gui and cleans up related reader and formatter classes this simplification greatly reduces the complexity of bibentrywriter
593.0,594,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,solved and cleaned up the oo code a bit hopefully solved try it out at cleaned up the code a bit based on pmd the actual fix is on lines in ooutiljava
545.0,595,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,fixed acm fetcher works again fixed and some pmd cleanup
495.0,605,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,change entrytype to string in bibentry this pr tries to resolve the issues discussed in and right now the entry type is converted from a string representation in the bibtex file to an entrytype by the parser the problem with this approach is that the parser has to know about the bibtex vs biblatex mode the idea was to just store the string in the bibentry and only get the corresponding entrytype whenever it is really necessary
647.0,648,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,partly implemented added the possibility to copy the preview panel text not exactly what is requested in but probably quite usefulnote that the key binding is not working nor is the print preview key working so ill open an issue for that
650.0,660,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,add test for parsing accents i tried to replicate the problems of but in the progress realized that the problem lied in the bib file provided there and not in the parser so the added test is rather useless but i figured it does not hurt to have more tests
621.0,677,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,make bibtex parser more robust against missing newlines as described in and the parser has some problems when an entry or preamble follows directly the file encoding header on the same line ie encoding myencoding article{} actually as the tests reveal it was not a problem with the actual parser but within the file opening logic i dont view this pr as a complete fix for and since not just the parser but also the serialization should be improvedalso fix a bug that prevented the import of bibtex entries having only a key as its content
669.0,677,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,make bibtex parser more robust against missing newlines as described in and the parser has some problems when an entry or preamble follows directly the file encoding header on the same line ie encoding myencoding article{} actually as the tests reveal it was not a problem with the actual parser but within the file opening logic i dont view this pr as a complete fix for and since not just the parser but also the serialization should be improvedalso fix a bug that prevented the import of bibtex entries having only a key as its content
667.0,683,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,remove url sanitizer as it is malfunctioning and unclear where needed… also see jabref developers if someone knows a use case where this is needed and why we can try to reimplement it properly but this way it really makes no sense imho
410.0,690,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,simplify matching complexity of unlinked file finder reenables functionality important point removed one fileexists check in fileutiljava expandpath i think one check after replacing and \ is enough without checking the expanded path with directory in front cache is filled at initial creation for bibdatabase therefore no checks against the whole database for each file entry parse logic for file field should moved from the filelisttablemodel to filefieldjavawe could still improve quite a lot here but maybe its good enough tm for now
520.0,711,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,remove global sorting functionality refs global file sorting options are removed sort functionality is still available but no localized to every file and the file sorting options are stored in the file
706.0,715,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,file based bibtex mode see changes file based setting of bibtex biblatex mode which is stored as a metadata in the bib file if no metadata is found jabref tries to detect the mode by checking if there are biblatex entry types which results in biblatex mode and otherwise in bibtex mode except one has set the biblatex mode setting in the global preferences in that case it would use the biblatex mode ui changes completely no restart necessaryplease provide feedback
116.0,716,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,introduce save actions this pr introduces the save actions feature described in it is possible to configure a netsfjabreflogicformatterformatter to be applied for the content of a specific field all formatters in netsfjabreflogicformatter are available to support file sharing the save actions are configured in the meta data of a file as a comment in the following syntax comment{jabref meta saveactions titlelowercasechanger} this above save action applies the lowercasechanger for the content of every title field on savein the future we need to enable the configuration of save actions via the ui in the database properties
621.0,718,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,improve database writer the aim of this pr is to improve the database writer in particular and also add tests to the writer and parser and do some refactorings to make test writing easier changes to serialization fix and by adding new lines after encoding and preamble the idea is that everything is terminated by a new line and the parsed serialization only safes newlines which separate it from the previous entry comments and preamble are serialized with capitalized first letter ie comment instead of comment and preamble instead of preamble this should follow the convention for entries there is no space anymore between string and the bracket and after the bracket ie string{name {string}} instead of string { name {string} } implemented add possibility to reformat all entries on save under preferences file refactorings renamed fileactions to bibdatabasewriter merged code for export and save in bibdatabasewriter extracted savesettings class from fileactions to own file and extended it & renamed to savepreferences note that this class has some setters against the recently established convention for preference classes since there are quite a few cases where the values from the preferences have to be overriden change usage of arrays to list in many places remove unused boolean parameters checksearch checkgroup moved writing of metadata and customentrytypesmanager to bibdatabasewriter extracted and reused gui code for displaying and editing sort preferences saveorderconfigdisplay
669.0,718,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,improve database writer the aim of this pr is to improve the database writer in particular and also add tests to the writer and parser and do some refactorings to make test writing easier changes to serialization fix and by adding new lines after encoding and preamble the idea is that everything is terminated by a new line and the parsed serialization only safes newlines which separate it from the previous entry comments and preamble are serialized with capitalized first letter ie comment instead of comment and preamble instead of preamble this should follow the convention for entries there is no space anymore between string and the bracket and after the bracket ie string{name {string}} instead of string { name {string} } implemented add possibility to reformat all entries on save under preferences file refactorings renamed fileactions to bibdatabasewriter merged code for export and save in bibdatabasewriter extracted savesettings class from fileactions to own file and extended it & renamed to savepreferences note that this class has some setters against the recently established convention for preference classes since there are quite a few cases where the values from the preferences have to be overriden change usage of arrays to list in many places remove unused boolean parameters checksearch checkgroup moved writing of metadata and customentrytypesmanager to bibdatabasewriter extracted and reused gui code for displaying and editing sort preferences saveorderconfigdisplay
756.0,718,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,improve database writer the aim of this pr is to improve the database writer in particular and also add tests to the writer and parser and do some refactorings to make test writing easier changes to serialization fix and by adding new lines after encoding and preamble the idea is that everything is terminated by a new line and the parsed serialization only safes newlines which separate it from the previous entry comments and preamble are serialized with capitalized first letter ie comment instead of comment and preamble instead of preamble this should follow the convention for entries there is no space anymore between string and the bracket and after the bracket ie string{name {string}} instead of string { name {string} } implemented add possibility to reformat all entries on save under preferences file refactorings renamed fileactions to bibdatabasewriter merged code for export and save in bibdatabasewriter extracted savesettings class from fileactions to own file and extended it & renamed to savepreferences note that this class has some setters against the recently established convention for preference classes since there are quite a few cases where the values from the preferences have to be overriden change usage of arrays to list in many places remove unused boolean parameters checksearch checkgroup moved writing of metadata and customentrytypesmanager to bibdatabasewriter extracted and reused gui code for displaying and editing sort preferences saveorderconfigdisplay
705.0,719,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,removed preference setting solves it can be discussed if the setting in the auto generate group dialog should be removed as well
454.0,734,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,add an optional tab that shows fields that are not displayed inside t… …he predefined tabs
738.0,739,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,use urldownload instead of getresults for fetching stuff relates to fixed some things in gvkparser to hopefully get rid of the final coverity warnings there
751.0,752,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,fixed this should should be merged in without waiting for confirmation
741.0,755,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,fix npe at saving does not reset save flag and a lot of other null pointer exceptions gettype and getstandardtype now return an optional instead of possible null values
685.0,807,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,fixes mysql export for more than one entry fixes the export of more than one entry through the connection option added ability to add server specific connection parameters in dbstrings because mysql and postresql parameter names differusing setcatalog instead of use database recommended in mysql doc see section initial database for connection
492.0,842,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,fixed all text is copied if nothing is marked and preview of pa… fixed when nothing is selected the whole field is copied if the field is empty the right click copy item is disabledpreview of text to be pasted in tool tip now maximum characters should it be longer
685.0,843,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,fixes the mysql export for more than one entry fixes the export of more than one entry through the connection option added ability to add server specific connection parameters in dbstrings because mysql and postresql parameter names differusing setcatalog instead of use database recommended in mysql doc see section initial database for connection oscargus simonharrer edit i dont know why it says there is a conflict i did a fetch from upstream checked out upstream master and created a new branch
834.0,851,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,ignore non displayable fields for indent during writing
859.0,864,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,add dialog to show all preferences in their raw form plus some filtering relates to adds a dialog which shows all preferences in a table by their type key value and default value table can be sorted table can be filtered to show only the preferences which deviate from their default value this is the most helpful one and it revealed various bugs when having a closer look count is shown as well reachable through options preferences show preferences button is below import export preferences converts default values of null to empty string change in changelogmd described
815.0,874,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,fixing openoffice citation with curly braces and manual connection browsing change in changelogmd described fixed clicking on browse for manual openoffice does now workfixed curly braces in oo lo citation no longer ignored code cleanup replaced actionlistener with lamdbasone point for discussion defaultformbuilder jgoodies is deprecated is there already a replacement for the creation i found this thread koppor
856.0,874,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,fixing openoffice citation with curly braces and manual connection browsing change in changelogmd described fixed clicking on browse for manual openoffice does now workfixed curly braces in oo lo citation no longer ignored code cleanup replaced actionlistener with lamdbasone point for discussion defaultformbuilder jgoodies is deprecated is there already a replacement for the creation i found this thread koppor
295.0,877,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,add ability to run arbitrary formatters as cleanup actions add ability to run arbitrary formatters as cleanup actions by reusing save actions thus some old cleanup entries could be removed this also implements moreover an erase formatter is added which just deletes the corresponding field untitled changes rename saveactions to fieldformattercleanups some smaller refactorings to reuse saveactions mainly to separate them from metadata change in changelogmd described
466.0,879,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,rename pdf cleanup now also changes case of file name change in changelogmd described
883.0,884,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fixed should solve change in changelogmd described no tests already passed this is a gui issue yes
890.0,903,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,fixed this should change in changelogmd described not relevant
455.0,915,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,add button in preference dialog to reset preferences implements and or change in changelogmd described only ui change
707.0,925,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,add tests for metadata parsing this solves and prepares the way to refactor the metadata classi added a few methods to the metadata class to make testing more convenient many calls to getdata in fact can be replaced by these new methods i think this is something for a new prone question to write the tests in a nice way i had to overwrite a few equals methods in particular for the lowercasechanger should i also override equals for all other formatters
649.0,926,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,key bindings are now working in preview panel until now the toolbar within the preview panel held the key bindings which werent active when the toolbar wasnt created now the preview panel itself carries the key bindings change in changelogmd described
410.0,929,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,find unlinked files freezes when using for pdf fixed reason was an illegalargumentexception thrown by doi class when pasting the contents of the whole first pdf page to the constructor the doi class can only handle real dois and does not extract strings that might look like a doi from the text therefore the whole doi scraper was removed in the whole pdfimporter class is screwed and a monkeypatch it should be reimplemented from scratch
936.0,937,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,preview panel is now updated when an entry is cut deleted when an entry is cut deleted the preview panel will be hidden due to the fact that no entry is selected anymore change in changelogmd described
941.0,944,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,removed fetch in title from database fetchers removed translation of fetcher names because that are proper nouns
796.0,947,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,fix for undoing deletion cutting multiple entries workaround for when an undo with multiple entries is undone each entry is undone one at a time the problem herein lies that when the first entry is undone the insertion in the database triggers the creation and insertion of an namedcompund into the undomanager which kills the main undo the one with the multiple entries which result in just one entry being undonewith this workaround each entry has its own namedcompund which solves the problem but the user has to call the undoaction several times ctrl z for each entry change in changelogmd described
941.0,948,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,introduce search and error while fetching from instead of having separate strings for each fetcher the placeholder is used nowrefs
920.0,974,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,always trim fields on save and remove trimformatter the consensus in was that fields should always be written without leading or trailing whitespace this is done in this pr and the trimformatter is removed by the way empty fields are never written as one of the added tests shows change in changelogmd described
978.0,979,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,refactored singlebibtexfield based on the initial ideas in the class singlebibtexfield is extracted and two enumsets are used for implementing the existing functionality
623.0,988,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,when clicking on a tab the first field now has the focus change in changelogmd described this is referes to i just had to add the activatevisible method to the changelistener to ensure the focus is set
958.0,992,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,better layout of databasepropertiesdialog does not fully solve but at least betteri do not fully understand why the formatter part doesnt scale horizontally
991.0,996,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,fix entry deletion from database a bug introduced in b aee bae b aa ef f b d bd while moving from map to list as the data structure for the stored bibentries is has been forgotten to adjust the removeentry method change in changelogmd described
957.0,999,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,db properties layout and save order config changed change in changelogmd described and fix height of the dialog and add spacing between ok cancel button and borderchanged jcomboxbox to editable and removed the unnecessary textfieldsadded jcombobox for selecting the fields to apply the selected formatter tochanged position of delete buttonremoved indexoutofbound exception when no item is selectededit i just see this pr is
958.0,999,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,db properties layout and save order config changed change in changelogmd described and fix height of the dialog and add spacing between ok cancel button and borderchanged jcomboxbox to editable and removed the unnecessary textfieldsadded jcombobox for selecting the fields to apply the selected formatter tochanged position of delete buttonremoved indexoutofbound exception when no item is selectededit i just see this pr is
1001.0,1010,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,added initial tests for exportformat really trivial and early test but could maybe avoid bugs like to happen and form a foundation to extend on
1012.0,1014,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,improved exception handling in tests cases never catch an exceptionremoved unnecessary exceptionsthrow specific exceptions never only exceptionref
103.0,1037,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,implemented added a button that can be used to determine if the search results should be updated on every pressed key or on enter only based on the suggestion in two issues select a good icon the current one is quite intuitive if it wasnt for the fact that the symbol is rarely used for selecting a state when using autocompleting and search on enter enter needs to be pressed twice once to select the completing once to search searchontype will be available at in minutes or so change in changelogmd described
1034.0,1037,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,implemented added a button that can be used to determine if the search results should be updated on every pressed key or on enter only based on the suggestion in two issues select a good icon the current one is quite intuitive if it wasnt for the fact that the symbol is rarely used for selecting a state when using autocompleting and search on enter enter needs to be pressed twice once to select the completing once to search searchontype will be available at in minutes or so change in changelogmd described
963.0,1041,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,write database type in lower case into the bib file this finally a quick fix has been introduced in eea e but that does not cover the lower case writing of the type comment{jabref meta database_type bibtex} finally gets comment{jabref meta databasetype bibtex} change in changelogmd described this has been introduced in the development versions after the last release thus no entry required tests have been adapted to match this new implementation
103.0,1050,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,restructrued cleanup formatters dialog reworked cleanup formatter dlg description updates when and item is selected also on startup the field is now also multilane with auto resizing and word wrap after deleting a selected item in the list the next one previous is selected changed layout to be more consistent renamings to be more precise and moving in new packageadded tests change in changelogmd described cleanupentriesdialog https cloudentcom assets fa ac f f e d c a ad png
1051.0,1054,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,fix sorting of entries on save fix sorting of entries on save this shouldnt affect the sorting of export so is unrelated to in the end it was just a wrong boolean in the preference change in changelogmd described no i think the issue was introduced in this version kind of there is a test for the sorting now but it passed before any fix no test added for the boolean in the preference
1055.0,1056,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fixes npe in export to external db fixes npe in export to external dbadd db type to export succesful messagereformatting no changelog because i think it was new introduced by the redesign of the entry sorting passing null
1062.0,1064,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,merge entry with doi information now also applies changes to entry type change in changelogmd described
672.0,1089,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,filelist field size now dependent on its content the filelist within the entryeditor now automatically resizes its columns dependent on the length of its content java change in changelogmd described
393.0,1116,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,open jdk problems with look and feels see still not sure if this only applies to openjdk and gtk l&f or also to oracle jdk and gtk l&fmetal l&f seems to work but looks uglyidea is to try metal on openjdk and wait if more bug reports pop up even for oracle maybe we should close at least one of the two bug reports that seem to be related to openjdk and gtk or maybe even open a new one with possible solutionsalso see see we can just ignore this and wait for it to be fixed in openjdk and add a hint to our faq and documentation
638.0,1116,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,open jdk problems with look and feels see still not sure if this only applies to openjdk and gtk l&f or also to oracle jdk and gtk l&fmetal l&f seems to work but looks uglyidea is to try metal on openjdk and wait if more bug reports pop up even for oracle maybe we should close at least one of the two bug reports that seem to be related to openjdk and gtk or maybe even open a new one with possible solutionsalso see see we can just ignore this and wait for it to be fixed in openjdk and add a hint to our faq and documentation
1130.0,1135,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,and re enable gui test koppor its just a simple if smile
1134.0,1138,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,importformatreader test added initial tests for importformatreader now seven different formats are imported without specifying the format and the number of imported entries is checked should avoid bugs like i also removed unused methods and moved a totally unrelated method to a better home
318.0,1149,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,replace normalizenamesformatter by authorlist and so and refs removes comma as delimiter of author names in normalizenamesformatter the problem is that comma separated authors cannot be distingued from one author in bibtex format for example name della first could be three names separated by commas or if interpreted as valid bibtex string it is one author with lastnamename jrpartdella firstnamefirst add colon as delimiter of author names in authorlistparser thanks at all but especially oscargus for creating many tests made implementing this pr way easier change in changelogmd described
1163.0,1168,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,by removing the strange functionality which enabled sorting… we have some very strange logic in jabref which allows to handle years using only the two last numbers so we can detect that means this causes a lot of issues i do not think that jabref should still support such strange logic and just use the value which is in the year field hence i removed it this also solves the issue of having that yearutil in the model package which duplicated a method in the stringutil class refs
936.0,1192,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,preview panel is now updated when an entry is cut deleted again when i fixed some time ago pr i made a tiny errorthe issue was to hide the preview panel when deleting cutting an entry but it also hid it when aborting the delete confirmation dialogi too refactored both actions a little to make it easier for future changesi also removed in undoableremoveentry and undoableinsertentry the id generation
1080.0,1207,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,restructure importers the aim of this pr is to reduce the overlap between the importer package and some code in gui in particular the class opendatabaseaction moreover and are fixedin detail the following things were changed the abstract importformat class is almost completely rewritten please have a look at this class almost all other changes are a direct consequence of the edits made to the importformat class the biggest change is that the import method returns a parserresult instead of a list of entries in this way metadata can also be imported and error messages are communicated more effectively instead of throwing ioexceptions moreover the import method operates on a reader instead of an input stream in order to reduce some common code in all importers add method importdatabase path file charset encoding to the importer interface which opens the file and passes the stream to the other import method the bibteximporter overwrites this new import method and uses the logic from opendatabaseactionloaddatabase to determine the encoding of the bib file change opendatabaseaction to operate against the bibtex importer remove get set iscustomimporter was not really used just for sorting now everything is alphabetical empty entries are no longer imported thus a few test had to be changed remark the methods getextension and getdescription are not implemented by almost any importer this should be done maybe this is something for the stupro will add the changelog entry and add a few tests later change in changelogmd described
